PACKAGE_NAME,RISK_LEVEL,PROB_MALICIOUS
lru-memoize-1.1.0,LOW,0.03432
lsbjordao__ffb-js-0.0.13,LOW,0.00128
lsk4__stringify-4.28.0,LOW,0.0408
ltearno__hexa-js-1.5.0,LOW,0.00012
lucasheight__angular-controls-0.0.27,LOW,0.04233
lucca-ui-4.2.2,MEDIUM,0.12422
lucky-canvas-1.7.27,MEDIUM,0.14172
ludex-labs__ludex-sdk-js-2.0.9,LOW,0.00076
lugindev__truescrollbar-1.0.10,LOW,0.04871
lunie__cosmos-keys-0.3.2,LOW,0.04871
lvxiaowu__utils-1.3.0,LOW,0.02413
ly-js__ui-0.0.24,MEDIUM,0.14172
lyb-js-1.6.25,LOW,0.0
lynx-js__css-extract-webpack-plugin-0.6.4,LOW,0.00057
lynx-js__css-extract-webpack-plugin-canary-0.6.4,LOW,0.00057
lynx-js__lynx-core-0.1.3,MEDIUM,0.13894
lynx-js__types-3.5.11,LOW,0.01933
lynx-js__use-sync-external-store-1.5.0,LOW,0.03118
lyrical__js-0.5.8,MEDIUM,0.14172
lzfjs-1.0.1,LOW,0.04803
lzma-js-simple-v2-1.2.3,LOW,0.01352
lzwcompress-1.1.0,LOW,0.01952
m4.js-1.0.0,MEDIUM,0.04882
macaca-istanbul-1.0.26,MEDIUM,0.14318
magic-carpet-0.0.4,LOW,0.04871
magic-error-0.0.1,LOW,0.04871
magic-sdk__commons-26.0.0,LOW,0.01352
magic-wand-js-1.0.0,MEDIUM,0.1332
magic__css-0.7.56,MEDIUM,0.04886
magicast-0.5.1,MEDIUM,0.05467
magicli-0.2.1,LOW,0.04871
magix-combine-3.12.3,LOW,0.01221
main-js-0.1.6,LOW,0.04871
maioradv__cms-basic-lib-1.6.1,LOW,0.04229
malta-js-uglify-1.0.13,LOW,0.04871
manga-js-http-sdk-1.2.6,LOW,0.04871
manga-js__manga-js-client-1.2.1,LOW,0.01603
mango-js__parcel-optimizer-js-1.0.0-alpha.41,LOW,0.01352
mango-js__parcel-packager-js-1.0.0-alpha.41,LOW,0.01352
manifoldxyz__js-ts-utils-9.0.1,LOW,0.0032
mantaray-js-1.0.3,LOW,0.03438
mantine__styles-6.0.22,LOW,0.01355
map-animated-tracking-1.3.45,MEDIUM,0.14172
map-gl-style-switcher-0.9.1,LOW,0.04871
map-gl-utils-0.50.4,MEDIUM,0.14527
map-number-1.3.1,LOW,0.01088
map-or-similar-1.5.0,LOW,0.04871
map-promisified-0.4.0,LOW,0.04871
mapbox-gl-animated-popup-0.4.0,LOW,0.04635
mapbox-gl-circle-1.6.7,LOW,0.00578
mapbox-gl-draw-rotate-mode-1.0.4,LOW,0.01352
mapbox-gl-infobox-1.0.9,LOW,0.04871
mapbox-gl-inspect-1.3.1,MEDIUM,0.07282
mapbox-gl-style-switcher-1.0.11,LOW,0.04871
mapbox-gl-utils-0.50.1,MEDIUM,0.14516
mapbox-gl-vue-2.0.4,MEDIUM,0.07367
mapbox__geosimplify-js-0.1.0,LOW,0.04871
mapbox__mapbox-gl-draw-1.5.1,MEDIUM,0.14403
mapbox__mapbox-gl-geocoder-5.1.2,MEDIUM,0.07804
mapbox__mapbox-gl-language-1.0.1,LOW,0.03921
mapbox__mapbox-gl-rtl-text-0.3.0,LOW,0.04715
mapbox__mapbox-gl-supported-3.0.0,LOW,0.04871
mapbox__mapbox-gl-sync-move-0.3.1,LOW,0.04566
mapbox__mapbox-gl-traffic-1.0.2,MEDIUM,0.04882
mapbox__mapbox-sdk-0.16.2,LOW,0.0214
mapbox__mason-js-0.1.5,LOW,0.04769
mapbox__mock-aws-sdk-js-1.0.2,LOW,0.04738
mapbox__polylabel-1.0.2,LOW,0.04871
mapbox__whoots-js-3.1.0,LOW,0.0
mapicgc-gl-js-1.0.2,LOW,0.00046
mapkit-react-1.16.1,LOW,0.0
mapkit-typescript-5.18.2,LOW,1e-05
mapl__router-0.7.7,LOW,0.01352
maplibre-contour-0.1.0,MEDIUM,0.12629
maplibre-gl-compass-0.3.1,LOW,0.04871
maplibre-gl-draw-1.6.9,MEDIUM,0.07935
maplibre-grid-1.0.0,MEDIUM,0.04883
maplibre-react-components-0.2.6,LOW,0.01339
maplibre-theme-1.0.0,LOW,0.01352
maplibre__maplibre-gl-geocoder-1.9.1,LOW,0.04216
maplibre__maplibre-gl-inspect-1.8.0,LOW,0.04867
mapofenv-0.0.10,LOW,0.04871
mappedin__blue-dot-6.5.0-beta.0,MEDIUM,0.08385
mapray__ui-0.9.6,MEDIUM,0.14208
marinade.finance__anchor-common-4.1.4,LOW,0.04871
mark2doc-1.0.4,LOW,0.00354
markdown-in-js-1.1.4,LOW,0.04871
markdown-it-plugin-underline-0.0.1,LOW,0.0
markdown-magic-prettier-2.0.0,LOW,0.04871
marketto__belfiore-connector-embedded-1.2.1,MEDIUM,0.0752
marketto__codice-fiscale-utils-3.1.3,MEDIUM,0.14172
marko__compiler-5.39.42,LOW,0.011
mask-js-2.1.0,LOW,0.04871
maska-3.2.0,LOW,0.04871
mason-js-sdk-0.1.4,LOW,0.04822
masoneffect-1.0.25,LOW,0.04871
massive-migrate-0.10.0,LOW,0.04871
massive-web-2.0.0-rc1,MEDIUM,0.06511
masspay-js-sdk-2.0.0,MEDIUM,0.08614
mat-date-1.15.55,MEDIUM,0.14172
mat-debugpro-3.7.31,LOW,0.04871
mat3ra__utils-2025.11.20-0,LOW,0.03362
match-media-0.2.0,LOW,0.01803
match-pattern-0.0.2,LOW,0.0
matchmedia-polyfill-0.3.2,LOW,0.01352
material-design-lite-1.3.0,HIGH,0.23997
material-ui-colors-1.0.0,LOW,0.04871
maticnetwork__maticjs-web3-1.0.5,MEDIUM,0.14275
matrix-encrypt-attachment-1.0.3,LOW,0.02035
matrix-events-sdk-2.0.0,LOW,0.01096
matt-utils-1.4.6,LOW,0.04753
matter-js-0.20.0,MEDIUM,0.11924
maximai__maxim-js-6.21.0,LOW,0.00709
maximai__maxim-js-langchain-1.1.0,LOW,0.01352
mayank1513__sticky-section-header-0.0.10,LOW,0.01352
mazeapp__react-multi-email-1.0.7,MEDIUM,0.04902
mbox-parser-1.0.1,LOW,0.04871
md-in-js-2.5.1,LOW,0.04871
md4w-0.2.7,MEDIUM,0.0493
md5-2.3.0,LOW,0.00148
md5.js-1.3.5,LOW,0.04871
mdi-js-1.0.1,LOW,0.04872
mdi-vue3-7.4.47,LOW,0.0
mdi__js-7.4.47,LOW,0.04871
mdi__light-js-0.2.63,LOW,0.04871
mdns-js-packet-0.2.0,LOW,0.04871
mdx-js__loader-3.1.1,LOW,0.0309
mdx-js__mdx-3.1.1,LOW,0.04737
mdx-js__react-3.1.1,LOW,0.04871
mdx-scoped-runtime-0.8.0,LOW,0.04871
measure-0.1.1,LOW,0.01352
mechanikadesign__anima-0.0.11,MEDIUM,0.06569
media-query-fns-2.1.2,LOW,0.01087
mediamelon-js-bitmovin-sdk-2.6.5,MEDIUM,0.07142
mediamelon-js-custom-sdk-1.3.13,MEDIUM,0.14259
median-js-bridge-2.11.0,MEDIUM,0.06469
medium-draft-0.5.18,MEDIUM,0.14309
medplum__core-5.0.4,LOW,0.01634
meilisearch-0.54.0,LOW,2e-05
membranehq__react-0.10.0,LOW,0.0
memoizerific-1.11.3,LOW,0.04126
memory-stats-1.0.2,LOW,0.00339
mercadopago__sdk-js-0.0.3,LOW,0.04851
mercurius-codegen-6.0.1,LOW,0.04871
mercurius-integration-testing-9.0.1,LOW,0.0328
mergeable-0.0.0,LOW,0.04871
mermaid-js__parser-0.6.3,MEDIUM,0.14337
mescius__wijmo-5.20252.42,LOW,0.0
mescius__wijmo.all-5.20252.42,LOW,0.01352
mescius__wijmo.angular.all-5.20252.42,LOW,0.01352
mescius__wijmo.angular.base-5.20252.42,LOW,0.0424
mescius__wijmo.angular.chart-5.20252.42,LOW,0.01348
mescius__wijmo.angular.chart.analytics-5.20252.42,LOW,0.01332
mescius__wijmo.angular.chart.animation-5.20252.42,LOW,0.01352
mescius__wijmo.angular.chart.annotation-5.20252.42,LOW,0.01352
mescius__wijmo.angular.chart.finance-5.20252.42,LOW,0.01348
mescius__wijmo.angular.chart.finance.analytics-5.20252.42,LOW,0.03893
mescius__wijmo.angular.chart.hierarchical-5.20252.42,LOW,0.01352
mescius__wijmo.angular.chart.interaction-5.20252.42,LOW,0.01352
mescius__wijmo.angular.chart.radar-5.20252.42,LOW,0.01348
mescius__wijmo.angular.core-5.20252.42,LOW,0.01352
mescius__wijmo.angular.gauge-5.20252.42,LOW,0.01346
mescius__wijmo.angular.grid-5.20252.42,LOW,0.02572
mescius__wijmo.angular.grid.detail-5.20252.42,LOW,0.01352
mescius__wijmo.angular.grid.filter-5.20252.42,LOW,0.01352
mescius__wijmo.angular.grid.grouppanel-5.20252.42,LOW,0.01352
mescius__wijmo.angular.grid.multirow-5.20252.42,LOW,0.01352
mescius__wijmo.angular.grid.sheet-5.20252.42,LOW,0.01352
mescius__wijmo.angular.input-5.20252.42,LOW,0.04161
mescius__wijmo.angular.nav-5.20252.42,LOW,0.01352
mescius__wijmo.angular.olap-5.20252.42,LOW,0.01352
mescius__wijmo.angular.viewer-5.20252.42,LOW,0.01352
mescius__wijmo.angular2.all-5.20252.42,LOW,0.01352
mescius__wijmo.angular2.barcode.common-5.20252.42,LOW,0.04302
mescius__wijmo.angular2.barcode.composite-5.20252.42,LOW,0.04245
mescius__wijmo.angular2.barcode.specialized-5.20252.42,LOW,0.043
mescius__wijmo.angular2.chart-5.20252.42,LOW,0.04244
mescius__wijmo.angular2.chart.analytics-5.20252.42,LOW,0.04244
mescius__wijmo.angular2.chart.animation-5.20252.42,LOW,0.01352
mescius__wijmo.angular2.chart.annotation-5.20252.42,LOW,0.04244
mescius__wijmo.angular2.chart.finance-5.20252.42,LOW,0.01354
mescius__wijmo.angular2.chart.finance.analytics-5.20252.42,LOW,0.04245
mescius__wijmo.angular2.chart.hierarchical-5.20252.42,LOW,0.01354
mescius__wijmo.angular2.chart.interaction-5.20252.42,LOW,0.01353
mescius__wijmo.angular2.chart.map-5.20252.42,LOW,0.01355
mescius__wijmo.angular2.chart.radar-5.20252.42,LOW,0.01354
mescius__wijmo.angular2.core-5.20252.42,LOW,0.01353
mescius__wijmo.angular2.directivebase-5.20252.42,LOW,0.04286
mescius__wijmo.angular2.gauge-5.20252.42,LOW,0.01355
mescius__wijmo.angular2.grid-5.20252.42,LOW,0.04244
mescius__wijmo.angular2.grid.detail-5.20252.42,LOW,0.01353
mescius__wijmo.angular2.grid.filter-5.20252.42,LOW,0.01353
mescius__wijmo.angular2.grid.grouppanel-5.20252.42,LOW,0.01353
mescius__wijmo.angular2.grid.multirow-5.20252.42,LOW,0.04243
mescius__wijmo.angular2.grid.search-5.20252.42,LOW,0.01353
mescius__wijmo.angular2.grid.sheet-5.20252.42,LOW,0.01355
mescius__wijmo.angular2.grid.transposed-5.20252.42,LOW,0.01355
mescius__wijmo.angular2.grid.transposedmultirow-5.20252.42,LOW,0.01354
mescius__wijmo.angular2.input-5.20252.42,LOW,0.04314
mescius__wijmo.angular2.nav-5.20252.42,LOW,0.04242
mescius__wijmo.angular2.olap-5.20252.42,LOW,0.04243
mescius__wijmo.angular2.viewer-5.20252.42,LOW,0.01354
mescius__wijmo.angular2legacy.all-5.20252.42,LOW,0.01352
mescius__wijmo.angular2legacy.barcode.common-5.20252.42,LOW,0.04276
mescius__wijmo.angular2legacy.barcode.composite-5.20252.42,LOW,0.04245
mescius__wijmo.angular2legacy.barcode.specialized-5.20252.42,LOW,0.04275
mescius__wijmo.angular2legacy.chart-5.20252.42,LOW,0.04244
mescius__wijmo.angular2legacy.chart.analytics-5.20252.42,LOW,0.04243
mescius__wijmo.angular2legacy.chart.animation-5.20252.42,LOW,0.01352
mescius__wijmo.angular2legacy.chart.annotation-5.20252.42,LOW,0.04243
mescius__wijmo.angular2legacy.chart.finance-5.20252.42,LOW,0.01354
mescius__wijmo.angular2legacy.chart.finance.analytics-5.20252.42,LOW,0.04245
mescius__wijmo.angular2legacy.chart.hierarchical-5.20252.42,LOW,0.01354
mescius__wijmo.angular2legacy.chart.interaction-5.20252.42,LOW,0.01353
mescius__wijmo.angular2legacy.chart.map-5.20252.42,LOW,0.0424
mescius__wijmo.angular2legacy.chart.radar-5.20252.42,LOW,0.01354
mescius__wijmo.angular2legacy.core-5.20252.42,LOW,0.01353
mescius__wijmo.angular2legacy.directivebase-5.20252.42,LOW,0.04288
mescius__wijmo.angular2legacy.gauge-5.20252.42,LOW,0.0424
mescius__wijmo.angular2legacy.grid-5.20252.42,LOW,0.04243
mescius__wijmo.angular2legacy.grid.detail-5.20252.42,LOW,0.01353
mescius__wijmo.angular2legacy.grid.filter-5.20252.42,LOW,0.01352
mescius__wijmo.angular2legacy.grid.grouppanel-5.20252.42,LOW,0.01353
mescius__wijmo.angular2legacy.grid.multirow-5.20252.42,LOW,0.04242
mescius__wijmo.angular2legacy.grid.search-5.20252.42,LOW,0.01353
mescius__wijmo.angular2legacy.grid.sheet-5.20252.42,LOW,0.01354
mescius__wijmo.angular2legacy.grid.transposed-5.20252.42,LOW,0.01354
mescius__wijmo.angular2legacy.grid.transposedmultirow-5.20252.42,LOW,0.01354
mescius__wijmo.angular2legacy.input-5.20252.42,LOW,0.04319
mescius__wijmo.angular2legacy.nav-5.20252.42,LOW,0.04242
mescius__wijmo.angular2legacy.olap-5.20252.42,LOW,0.04242
mescius__wijmo.angular2legacy.viewer-5.20252.42,LOW,0.01354
mescius__wijmo.barcode-5.20252.42,LOW,0.03965
mescius__wijmo.barcode.common-5.20252.42,LOW,0.04242
mescius__wijmo.barcode.composite-5.20252.42,LOW,0.02076
mescius__wijmo.barcode.specialized-5.20252.42,LOW,0.02097
mescius__wijmo.chart-5.20252.42,LOW,0.01359
mescius__wijmo.chart.analytics-5.20252.42,LOW,0.04246
mescius__wijmo.chart.animation-5.20252.42,LOW,0.04244
mescius__wijmo.chart.annotation-5.20252.42,LOW,0.04241
mescius__wijmo.chart.finance-5.20252.42,LOW,0.04244
mescius__wijmo.chart.finance.analytics-5.20252.42,LOW,0.04245
mescius__wijmo.chart.hierarchical-5.20252.42,LOW,0.04242
mescius__wijmo.chart.interaction-5.20252.42,LOW,0.04244
mescius__wijmo.chart.map-5.20252.42,LOW,0.03939
mescius__wijmo.chart.radar-5.20252.42,LOW,0.0424
mescius__wijmo.chart.render-5.20252.42,LOW,0.04237
mescius__wijmo.chart.webgl-5.20252.42,LOW,0.04195
mescius__wijmo.cloud-5.20252.42,MEDIUM,0.06927
mescius__wijmo.cultures-5.20252.42,LOW,0.03947
mescius__wijmo.gauge-5.20252.42,LOW,0.04208
mescius__wijmo.grid-5.20252.42,LOW,0.02088
mescius__wijmo.grid.cellmaker-5.20252.42,LOW,0.0135
mescius__wijmo.grid.detail-5.20252.42,LOW,0.04238
mescius__wijmo.grid.filter-5.20252.42,LOW,0.04246
mescius__wijmo.grid.grouppanel-5.20252.42,LOW,0.04239
mescius__wijmo.grid.immutable-5.20252.42,LOW,0.01347
mescius__wijmo.grid.multirow-5.20252.42,LOW,0.04243
mescius__wijmo.grid.pdf-5.20252.42,LOW,0.04246
mescius__wijmo.grid.search-5.20252.42,LOW,0.01353
mescius__wijmo.grid.selector-5.20252.42,LOW,0.04237
mescius__wijmo.grid.sheet-5.20252.42,LOW,0.02086
mescius__wijmo.grid.style-5.20252.42,LOW,0.01353
mescius__wijmo.grid.transposed-5.20252.42,LOW,0.04239
mescius__wijmo.grid.transposedmultirow-5.20252.42,LOW,0.04239
mescius__wijmo.grid.xlsx-5.20252.42,LOW,0.04243
mescius__wijmo.input-5.20252.42,LOW,0.02173
mescius__wijmo.interop.grid-5.20252.42,LOW,0.04239
mescius__wijmo.knockout.all-5.20252.42,LOW,0.01352
mescius__wijmo.knockout.base-5.20252.42,LOW,0.04228
mescius__wijmo.knockout.chart-5.20252.42,LOW,0.01353
mescius__wijmo.knockout.chart.analytics-5.20252.42,LOW,0.01352
mescius__wijmo.knockout.chart.animation-5.20252.42,LOW,0.01351
mescius__wijmo.knockout.chart.annotation-5.20252.42,LOW,0.01352
mescius__wijmo.knockout.chart.finance-5.20252.42,LOW,0.01352
mescius__wijmo.knockout.chart.finance.analytics-5.20252.42,LOW,0.01353
mescius__wijmo.knockout.chart.interaction-5.20252.42,LOW,0.01352
mescius__wijmo.knockout.core-5.20252.42,LOW,0.01352
mescius__wijmo.knockout.gauge-5.20252.42,LOW,0.01352
mescius__wijmo.knockout.grid-5.20252.42,LOW,0.01348
mescius__wijmo.knockout.grid.filter-5.20252.42,LOW,0.01351
mescius__wijmo.knockout.grid.grouppanel-5.20252.42,LOW,0.01351
mescius__wijmo.knockout.grid.multirow-5.20252.42,LOW,0.01351
mescius__wijmo.knockout.grid.sheet-5.20252.42,LOW,0.01352
mescius__wijmo.knockout.input-5.20252.42,LOW,0.04239
mescius__wijmo.knockout.nav-5.20252.42,LOW,0.01351
mescius__wijmo.knockout.olap-5.20252.42,LOW,0.01352
mescius__wijmo.meta-5.20252.42,LOW,0.04278
mescius__wijmo.nav-5.20252.42,LOW,0.04242
mescius__wijmo.odata-5.20252.42,LOW,0.04508
mescius__wijmo.olap-5.20252.42,LOW,0.01971
mescius__wijmo.pdf-5.20252.42,LOW,0.01504
mescius__wijmo.pdf.security-5.20252.42,LOW,0.04167
mescius__wijmo.purejs.all-5.20252.42,LOW,0.01352
mescius__wijmo.react.all-5.20252.42,LOW,0.01352
mescius__wijmo.react.barcode.base-5.20252.42,LOW,0.01351
mescius__wijmo.react.barcode.common-5.20252.42,LOW,0.01363
mescius__wijmo.react.barcode.composite-5.20252.42,LOW,0.01353
mescius__wijmo.react.barcode.specialized-5.20252.42,LOW,0.01363
mescius__wijmo.react.base-5.20252.42,LOW,0.04238
mescius__wijmo.react.chart-5.20252.42,LOW,0.01353
mescius__wijmo.react.chart.analytics-5.20252.42,LOW,0.01353
mescius__wijmo.react.chart.animation-5.20252.42,LOW,0.01352
mescius__wijmo.react.chart.annotation-5.20252.42,LOW,0.01353
mescius__wijmo.react.chart.finance-5.20252.42,LOW,0.01352
mescius__wijmo.react.chart.finance.analytics-5.20252.42,LOW,0.01354
mescius__wijmo.react.chart.hierarchical-5.20252.42,LOW,0.01352
mescius__wijmo.react.chart.interaction-5.20252.42,LOW,0.01352
mescius__wijmo.react.chart.map-5.20252.42,LOW,0.01352
mescius__wijmo.react.chart.radar-5.20252.42,LOW,0.01352
mescius__wijmo.react.gauge-5.20252.42,LOW,0.01352
mescius__wijmo.react.grid-5.20252.42,LOW,0.04239
mescius__wijmo.react.grid.detail-5.20252.42,LOW,0.01352
mescius__wijmo.react.grid.filter-5.20252.42,LOW,0.01352
mescius__wijmo.react.grid.grouppanel-5.20252.42,LOW,0.01352
mescius__wijmo.react.grid.immutable-5.20252.42,LOW,0.01344
mescius__wijmo.react.grid.multirow-5.20252.42,LOW,0.01353
mescius__wijmo.react.grid.search-5.20252.42,LOW,0.01352
mescius__wijmo.react.grid.sheet-5.20252.42,LOW,0.01352
mescius__wijmo.react.grid.transposed-5.20252.42,LOW,0.01352
mescius__wijmo.react.grid.transposedmultirow-5.20252.42,LOW,0.01352
mescius__wijmo.react.input-5.20252.42,LOW,0.04241
mescius__wijmo.react.nav-5.20252.42,LOW,0.01353
mescius__wijmo.react.olap-5.20252.42,LOW,0.01352
mescius__wijmo.react.viewer-5.20252.42,LOW,0.01352
mescius__wijmo.rest-5.20252.42,LOW,0.04235
mescius__wijmo.styles-5.20252.42,LOW,0.01352
mescius__wijmo.touch-5.20252.42,LOW,0.01346
mescius__wijmo.undo-5.20252.42,LOW,0.04242
mescius__wijmo.viewer-5.20252.42,LOW,0.02074
mescius__wijmo.vue2.all-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.barcode.common-5.20252.42,LOW,0.01364
mescius__wijmo.vue2.barcode.composite-5.20252.42,LOW,0.04237
mescius__wijmo.vue2.barcode.specialized-5.20252.42,LOW,0.01363
mescius__wijmo.vue2.base-5.20252.42,LOW,0.01353
mescius__wijmo.vue2.chart-5.20252.42,LOW,0.04237
mescius__wijmo.vue2.chart.analytics-5.20252.42,LOW,0.04237
mescius__wijmo.vue2.chart.animation-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.chart.annotation-5.20252.42,LOW,0.04237
mescius__wijmo.vue2.chart.finance-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.chart.finance.analytics-5.20252.42,LOW,0.04239
mescius__wijmo.vue2.chart.hierarchical-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.chart.interaction-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.chart.map-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.chart.radar-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.core-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.gauge-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.grid-5.20252.42,LOW,0.04238
mescius__wijmo.vue2.grid.detail-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.grid.filter-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.grid.grouppanel-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.grid.multirow-5.20252.42,LOW,0.01353
mescius__wijmo.vue2.grid.search-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.grid.sheet-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.grid.transposed-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.grid.transposedmultirow-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.input-5.20252.42,LOW,0.04243
mescius__wijmo.vue2.nav-5.20252.42,LOW,0.01353
mescius__wijmo.vue2.olap-5.20252.42,LOW,0.01352
mescius__wijmo.vue2.viewer-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.all-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.barcode.common-5.20252.42,LOW,0.04236
mescius__wijmo.webcomponents.barcode.composite-5.20252.42,LOW,0.04236
mescius__wijmo.webcomponents.barcode.specialized-5.20252.42,LOW,0.01353
mescius__wijmo.webcomponents.base-5.20252.42,LOW,0.01353
mescius__wijmo.webcomponents.chart-5.20252.42,LOW,0.04236
mescius__wijmo.webcomponents.chart.analytics-5.20252.42,LOW,0.01353
mescius__wijmo.webcomponents.chart.animation-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.chart.finance-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.chart.finance.analytics-5.20252.42,LOW,0.04238
mescius__wijmo.webcomponents.chart.hierarchical-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.chart.interaction-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.chart.map-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.chart.radar-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.gauge-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.grid-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.grid.filter-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.grid.grouppanel-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.grid.multirow-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.grid.search-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.grid.sheet-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.grid.transposed-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.grid.transposedmultirow-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.input-5.20252.42,LOW,0.04239
mescius__wijmo.webcomponents.nav-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.olap-5.20252.42,LOW,0.01352
mescius__wijmo.webcomponents.viewer-5.20252.42,LOW,0.01352
mescius__wijmo.xlsx-5.20252.42,LOW,0.01451
mescroll.js-1.4.2,MEDIUM,0.14097
meshconnect__web-link-sdk-3.3.4,LOW,0.0
meshsdk__core-cst-1.9.0-beta.87,LOW,0.04788
metadigiee-api-5.3.7-RC1,LOW,0.00053
metalblockchain__metaljs-3.16.13,LOW,0.0
metamask__browser-passworder-6.0.0,LOW,0.0
metamask__ethjs-0.6.0,LOW,0.0175
metamask__ethjs-util-0.4.0,LOW,0.03429
metaplex-foundation__umi-1.4.1,MEDIUM,0.0488
metaplex-foundation__umi-eddsa-web3js-1.4.1,LOW,0.04871
metaplex-foundation__umi-rpc-web3js-1.4.1,LOW,0.03868
metaplex-foundation__umi-transaction-factory-web3js-1.4.1,LOW,0.04871
metaplex-foundation__umi-web3js-adapters-1.4.1,LOW,0.04871
metaplex-solarti__js-0.17.3-rc.17,MEDIUM,0.05132
metismenujs-1.4.0,LOW,0.0267
metric-lcs-1.0.3,LOW,2e-05
metro-symbolicate-0.83.3,LOW,0.04871
metrological__sdk-1.0.2,LOW,0.02518
mf-js-form-2.0.1,MEDIUM,0.14172
mfdoc-js-sdk-base-0.3.2,LOW,0.04871
micoach__js-sdk-0.5.2,LOW,0.0001
micro-bmark-0.4.2,LOW,0.04803
micro-signals-2.4.0,LOW,0.04871
microbejs-0.5.2,MEDIUM,0.13884
microbundle-0.15.1,LOW,0.01022
microbundle-crl-0.13.11,LOW,0.0109
microcms-ts-sdk-1.2.0,LOW,0.04871
micromark-extension-mdx-expression-3.0.1,LOW,0.04871
micromark-extension-mdxjs-esm-3.0.0,LOW,0.04
microsoft__1ds-core-js-4.3.10,MEDIUM,0.15953
microsoft__1ds-post-js-4.3.10,MEDIUM,0.14668
microsoft__applicationinsights-core-js-3.3.10,MEDIUM,0.08356
microsoft__dynamicproto-js-2.0.3,MEDIUM,0.0498
midgar__midgar-1.0.0-aplha.3.11,LOW,0.04871
midtrans-client-1.4.3,LOW,0.0
mightyplow__jslib-0.21.1,LOW,0.01352
mike-north__js-lib-renovate-config-1.3.1,LOW,0.04871
mike-north__js-lib-semantic-release-config-1.0.1,LOW,0.04871
mikro-orm-js-joda-1.1.5,LOW,0.04871
milaboratories__pl-client-2.16.8,LOW,0.0
minchat__js-4.2.0,LOW,0.0
mindkit-js-0.0.3,MEDIUM,0.14212
mineflayer-pathfinder-2.4.5,MEDIUM,0.04916
minht11__solid-virtual-container-0.2.1,LOW,0.04871
minify-14.1.0,LOW,0.04871
minify-all-js-0.1.9,LOW,0.04871
minify-css-js-1.1.5,LOW,0.04871
minify-fast-0.11.1,LOW,0.01047
minify-html__node-0.18.1,LOW,0.00074
minify-html__wasm-0.18.1,LOW,0.01352
minify-stream-2.1.0,LOW,0.0
minimal-js-0.2.1,LOW,0.0002
minimalistic-crypto-utils-1.0.1,LOW,0.04871
miniprogram-automator-0.12.1,LOW,0.04871
miniprogram-sm-crypto-0.3.13,MEDIUM,0.04885
mintbase-js__auth-0.6.6,LOW,0.0
mintbase-js__data-0.6.6,MEDIUM,0.04914
mintbase-js__react-0.6.6,LOW,1e-05
mintbase-js__rpc-0.6.6,LOW,0.01793
mintbase-js__sdk-0.6.6,LOW,0.03595
mintbase-js__storage-0.6.6,LOW,0.0004
minter-js-sdk-0.46.2,LOW,0.02141
miragejs__graphql-0.2.0-beta.5,MEDIUM,0.13577
missing-native-js-functions-2.0.0,LOW,6e-05
mistjs__vite-plugin-preload-0.0.1,MEDIUM,0.04899
mistral-tokenizer-js-1.0.0,MEDIUM,0.06581
mistral-ts-0.5.4,MEDIUM,0.04886
mitodl__course-search-utils-3.5.0,LOW,0.04414
mitranim__js-0.1.85,LOW,0.0
mixpanel-common-1.129.0,LOW,0.0
mixpanel-jql-js-0.0.2,LOW,0.0
mizchi__sucrase-4.1.0,MEDIUM,0.05039
mjstl-1.6.55,MEDIUM,0.14172
mm-jsr-3.0.2,MEDIUM,0.08608
mnemotix__synaptix.js-4.17.0,LOW,0.00352
