PACKAGE_NAME,RISK_LEVEL,PROB_MALICIOUS
frankhoodbs__uglify-js-4.0.1,LOW,0.04871
fraym__auth-0.50.3,LOW,0.04871
fraym__graphql-0.50.3,LOW,0.00934
fraym__proto-0.50.3,MEDIUM,0.14172
freeloop__utils-0.0.6,LOW,0.0
frida-js-0.4.0,MEDIUM,0.15209
frida__base64-js-2.0.3,LOW,0.00204
frida__http-parser-js-1.0.0,LOW,0.00806
friendly-pow-0.2.2,MEDIUM,0.14067
from-cdn-1.0.1,LOW,0.04871
fromcsv-0.2.0,LOW,0.04871
frontapp__ui-kit-0.20.2,MEDIUM,0.06598
frontendgoodies__code-sandbox-1.1.14-alpha.0,HIGH,0.36186
fs-js-lite-2.6.6,LOW,0.02976
fs.realpath-1.0.0,LOW,0.04871
ftdi-js-0.4.1,LOW,0.01352
fuel-js__logic-0.6.7,LOW,0.04871
fun-task-1.5.2,MEDIUM,0.14172
func-js__async-0.1.5,MEDIUM,0.14172
func-js__core-0.1.12,LOW,0.04871
functions-have-names-1.2.3,LOW,0.04871
fuzzysearch-js-0.2.0,MEDIUM,0.04886
fwk-1.1.8,LOW,0.01352
fzz-2.10.0,LOW,0.02989
g8k__js-pkg-go-0.2.3,LOW,0.04871
ga-lite-2.1.6,MEDIUM,0.06651
galanga-0.2.7,LOW,0.01138
galileo-1.29.0,LOW,0.00166
gandlaf21__bc-ur-1.1.12,LOW,0.04871
gaozh1024__js-toolkit-1.0.18,MEDIUM,0.11673
gathercontent.js-1.0.1,LOW,0.00119
gatling.io__cli-3.14.901,MEDIUM,0.18603
gatling.io__core-3.14.901,LOW,0.0334
gatling.io__http-3.14.901,LOW,0.0419
gatling.io__jvm-types-3.14.901,MEDIUM,0.04915
gatsby-plugin-asset-path-3.0.4,LOW,0.00186
gatsby-plugin-fresnel-1.1.0,LOW,0.00089
gatsby-plugin-segment-js-5.0.0,LOW,0.01414
gcip-iap-2.0.0,LOW,0.04409
gd-sprest-js-2.4.1,MEDIUM,0.14045
gdal3.js-2.8.1,LOW,0.01582
gelf-stream-1.1.1,LOW,0.04871
gemx-dev__clarity-js-0.8.42,MEDIUM,0.1444
generate-json-from-js-webpack-plugin-0.1.1,LOW,0.04871
generate-object-property-2.0.0,LOW,0.04871
generate-string-1.0.1,LOW,0.01352
generator-supported-0.0.1,LOW,0.0
genesis.js-3.3.9,MEDIUM,0.07612
geo-distance-0.2.0,LOW,0.04233
geoblocks__ol-maplibre-layer-1.0.3,LOW,0.01088
geolonia__embed-5.0.0,LOW,0.02322
geomatico__maplibre-cog-protocol-0.8.0,MEDIUM,0.06666
gerador-validador-cpf-6.3.0,LOW,0.04871
gerhobbelt__ast-types-0.13.2-30,MEDIUM,0.04986
get-file-object-from-local-path-1.0.2,LOW,0.01352
get-intrinsic-1.3.0,LOW,0.04462
getpassage__react-js-0.1.3,MEDIUM,0.1861
getvolume__volume-js-1.1.3,LOW,2e-05
ggedde__spry-js-1.1.5,LOW,0.02945
gherkin-ast-3.4.2,LOW,0.04871
ghini__kit-25.11.14104220,MEDIUM,0.10479
gifenc-1.0.3,MEDIUM,0.04911
gifuct-js-2.1.2,MEDIUM,0.0833
gip-recia__js-tree-0.0.18,MEDIUM,0.14172
giphy__js-types-5.1.0,LOW,0.04871
giphy__js-util-5.2.0,LOW,0.04871
girdle-0.3.8,LOW,0.00669
giro3d__giro3d-0.43.7,LOW,0.00323
gis-sino-1.0.8,LOW,0.00716
gisce__commitlint-rules-1.0.6,LOW,0.01352
git-api-js-1.5.6,LOW,0.0
git-node-fs-1.0.0,LOW,0.04871
git-revision-webpack-plugin-5.0.0,LOW,0.0
git-sha1-0.1.2,LOW,0.04871
git-sync-js-2.3.0,LOW,0.02333
gitana-1.0.330,LOW,0.0
gitea-js-1.23.0,LOW,0.0
giteeteam__proxima-sdk-js-0.7.1,LOW,0.04871
giti-1.1.7,LOW,0.04878
gitsee-1.0.15,LOW,0.04617
give-me-0.1.0,LOW,0.04871
gjv__eslint-config-0.7.2,LOW,0.0
gkz__ast-types-0.14.4,MEDIUM,0.04936
gladysassistant__gladys-gateway-js-4.19.1,LOW,0.04871
gladysproject__gladys-gateway-js-1.0.9,LOW,0.04871
glide-0.2.0,LOW,0.01352
glob-preload-key-requests-webpack-plugin-0.1.2,LOW,0.01352
global-input-message-2.1.8,MEDIUM,0.15069
globalfishingwatch__react-hooks-17.0.9,LOW,0.00926
globalworldwide__grpc-resolvers-0.9.0,LOW,0.04871
glodon-aiot__agent-cli-sdk-3.6.2,MEDIUM,0.09299
glodon-aiot__bot-client-sdk-3.6.2,MEDIUM,0.08644
glokon__guacamole-common-js-1.6.0,MEDIUM,0.19534
glsl-transpiler-3.0.3,LOW,0.04669
gltf-validator-2.0.0-dev.3.10,LOW,0.01381
glue42__workspaces-ui-core-1.21.1,MEDIUM,0.05
gluestack-ui__tabs-0.1.24,LOW,0.01088
gluwa__eslint-config-js-1.0.2,LOW,0.04871
gluwa__eslint-config-js-react-1.0.2,LOW,0.04871
gluwa__gluwa-js-1.1.3,LOW,0.04283
gm-common__tool-2.14.18-alpha.2,LOW,0.04877
gnolang__gno-js-client-1.4.5,LOW,4e-05
gnolang__tm2-js-client-1.3.3,LOW,0.0
gnosis.pm__dex-js-0.14.0,LOW,0.01448
go-avro__avro-js-0.0.2-beta.101,LOW,0.03638
go-jsbox-metrics-helper-0.2.0,LOW,0.04871
go.saffe__go-saffe-react-js-1.3.0,LOW,0.00998
goerwin-helpers-1.0.4,LOW,0.04312
gomomento__sdk-core-1.116.0,MEDIUM,0.08183
goober-2.1.18,LOW,0.04774
goodnotes-oss__cdk-datadog-resources-0.0.332,MEDIUM,0.07382
google-drive-js-1.1.0,LOW,0.0
google-search-results-nodejs-2.1.0,LOW,0.0
google__adk-0.1.3,MEDIUM,0.08264
googlemaps__jest-mocks-2.22.6,LOW,0.0015
googlemaps__js-api-loader-2.0.2,LOW,0.00907
googlemaps__map-loader-0.2.0,LOW,0.0141
googlemaps__markerwithlabel-2.0.28,LOW,0.00781
googlemaps__three-4.0.13,LOW,0.03468
goongmaps__goong-map-react-1.1.2,MEDIUM,0.04943
gost89-0.1.11,LOW,0.04871
gotenberg-js-client-0.7.4,LOW,0.00401
gotify-1.1.0,LOW,0.00717
govuk-pay__pay-js-commons-7.0.30,LOW,0.01742
gowiny__js-utils-1.0.7,LOW,0.0396
gqlx-js-0.3.0,MEDIUM,0.07357
gradient-js__core-1.1.4,MEDIUM,0.14172
gradient-js__css-1.2.3,MEDIUM,0.14172
gradient-js__svg-1.1.4,MEDIUM,0.14207
gradle-to-js-2.0.1,LOW,0.04871
grainjs-1.0.2,MEDIUM,0.14131
granim-2.0.0,MEDIUM,0.15985
grapecity__wijmo-5.20252.42,LOW,0.0
grapecity__wijmo.all-5.20252.42,LOW,0.01352
grapecity__wijmo.angular.all-5.20252.42,LOW,0.01352
grapecity__wijmo.angular.base-5.20252.42,LOW,0.04246
grapecity__wijmo.angular.chart-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.chart.analytics-5.20252.42,LOW,0.01352
grapecity__wijmo.angular.chart.animation-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.chart.annotation-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.chart.finance-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.chart.finance.analytics-5.20252.42,LOW,0.04136
grapecity__wijmo.angular.chart.hierarchical-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.chart.interaction-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.chart.radar-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.core-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.gauge-5.20252.42,LOW,0.01355
grapecity__wijmo.angular.grid-5.20252.42,LOW,0.03854
grapecity__wijmo.angular.grid.detail-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.grid.filter-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.grid.grouppanel-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.grid.multirow-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.grid.sheet-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.input-5.20252.42,LOW,0.04223
grapecity__wijmo.angular.nav-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.olap-5.20252.42,LOW,0.01356
grapecity__wijmo.angular.viewer-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.all-5.20252.42,LOW,0.01352
grapecity__wijmo.angular2.barcode.common-5.20252.42,LOW,0.04303
grapecity__wijmo.angular2.barcode.composite-5.20252.42,LOW,0.04246
grapecity__wijmo.angular2.barcode.specialized-5.20252.42,LOW,0.04303
grapecity__wijmo.angular2.chart-5.20252.42,LOW,0.04246
grapecity__wijmo.angular2.chart.analytics-5.20252.42,LOW,0.04246
grapecity__wijmo.angular2.chart.animation-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.chart.annotation-5.20252.42,LOW,0.04246
grapecity__wijmo.angular2.chart.finance-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.chart.finance.analytics-5.20252.42,LOW,0.04246
grapecity__wijmo.angular2.chart.hierarchical-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.chart.interaction-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.chart.map-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.chart.radar-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.core-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.directivebase-5.20252.42,LOW,0.04304
grapecity__wijmo.angular2.gauge-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.grid-5.20252.42,LOW,0.04246
grapecity__wijmo.angular2.grid.detail-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.grid.filter-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.grid.grouppanel-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.grid.multirow-5.20252.42,LOW,0.04246
grapecity__wijmo.angular2.grid.search-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.grid.sheet-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.grid.transposed-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.grid.transposedmultirow-5.20252.42,LOW,0.01356
grapecity__wijmo.angular2.input-5.20252.42,LOW,0.04299
grapecity__wijmo.angular2.nav-5.20252.42,LOW,0.04246
grapecity__wijmo.angular2.olap-5.20252.42,LOW,0.04246
grapecity__wijmo.angular2.viewer-5.20252.42,LOW,0.01356
grapecity__wijmo.barcode-5.20252.42,LOW,0.04143
grapecity__wijmo.barcode.common-5.20252.42,LOW,0.04267
grapecity__wijmo.barcode.composite-5.20252.42,LOW,0.02081
grapecity__wijmo.barcode.specialized-5.20252.42,LOW,0.02097
grapecity__wijmo.chart-5.20252.42,LOW,0.01401
grapecity__wijmo.chart.analytics-5.20252.42,LOW,0.04246
grapecity__wijmo.chart.animation-5.20252.42,LOW,0.04246
grapecity__wijmo.chart.annotation-5.20252.42,LOW,0.04246
grapecity__wijmo.chart.finance-5.20252.42,LOW,0.04246
grapecity__wijmo.chart.finance.analytics-5.20252.42,LOW,0.04246
grapecity__wijmo.chart.hierarchical-5.20252.42,LOW,0.04246
grapecity__wijmo.chart.interaction-5.20252.42,LOW,0.04246
grapecity__wijmo.chart.map-5.20252.42,LOW,0.04174
grapecity__wijmo.chart.radar-5.20252.42,LOW,0.04246
grapecity__wijmo.chart.render-5.20252.42,LOW,0.04246
grapecity__wijmo.chart.webgl-5.20252.42,LOW,0.04236
grapecity__wijmo.cloud-5.20252.42,MEDIUM,0.066
grapecity__wijmo.cultures-5.20252.42,LOW,0.04051
grapecity__wijmo.gauge-5.20252.42,LOW,0.04237
grapecity__wijmo.grid-5.20252.42,LOW,0.02088
grapecity__wijmo.grid.cellmaker-5.20252.42,LOW,0.01356
grapecity__wijmo.grid.detail-5.20252.42,LOW,0.04246
grapecity__wijmo.grid.filter-5.20252.42,LOW,0.04246
grapecity__wijmo.grid.grouppanel-5.20252.42,LOW,0.04246
grapecity__wijmo.grid.immutable-5.20252.42,LOW,0.01355
grapecity__wijmo.grid.multirow-5.20252.42,LOW,0.04246
grapecity__wijmo.grid.pdf-5.20252.42,LOW,0.04246
grapecity__wijmo.grid.search-5.20252.42,LOW,0.01356
grapecity__wijmo.grid.selector-5.20252.42,LOW,0.04246
grapecity__wijmo.grid.sheet-5.20252.42,LOW,0.02086
grapecity__wijmo.grid.style-5.20252.42,LOW,0.01356
grapecity__wijmo.grid.transposed-5.20252.42,LOW,0.04246
grapecity__wijmo.grid.transposedmultirow-5.20252.42,LOW,0.04246
grapecity__wijmo.grid.xlsx-5.20252.42,LOW,0.04246
grapecity__wijmo.input-5.20252.42,LOW,0.02161
grapecity__wijmo.interop.grid-5.20252.42,LOW,0.04246
grapecity__wijmo.knockout.all-5.20252.42,LOW,0.01352
grapecity__wijmo.knockout.base-5.20252.42,LOW,0.04245
grapecity__wijmo.knockout.chart-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.chart.analytics-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.chart.animation-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.chart.annotation-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.chart.finance-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.chart.finance.analytics-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.chart.interaction-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.core-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.gauge-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.grid-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.grid.filter-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.grid.grouppanel-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.grid.multirow-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.grid.sheet-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.input-5.20252.42,LOW,0.04246
grapecity__wijmo.knockout.nav-5.20252.42,LOW,0.01356
grapecity__wijmo.knockout.olap-5.20252.42,LOW,0.01356
grapecity__wijmo.meta-5.20252.42,LOW,0.04277
grapecity__wijmo.nav-5.20252.42,LOW,0.04246
grapecity__wijmo.odata-5.20252.42,LOW,0.04467
grapecity__wijmo.olap-5.20252.42,LOW,0.02023
grapecity__wijmo.pdf-5.20252.42,LOW,0.01512
grapecity__wijmo.pdf.security-5.20252.42,LOW,0.04242
grapecity__wijmo.purejs.all-5.20252.42,LOW,0.01352
grapecity__wijmo.react.all-5.20252.42,LOW,0.01352
grapecity__wijmo.react.barcode.base-5.20252.42,LOW,0.01356
grapecity__wijmo.react.barcode.common-5.20252.42,LOW,0.01367
grapecity__wijmo.react.barcode.composite-5.20252.42,LOW,0.01356
grapecity__wijmo.react.barcode.specialized-5.20252.42,LOW,0.01367
grapecity__wijmo.react.base-5.20252.42,LOW,0.04246
grapecity__wijmo.react.chart-5.20252.42,LOW,0.01356
grapecity__wijmo.react.chart.analytics-5.20252.42,LOW,0.01356
grapecity__wijmo.react.chart.animation-5.20252.42,LOW,0.01356
grapecity__wijmo.react.chart.annotation-5.20252.42,LOW,0.01356
grapecity__wijmo.react.chart.finance-5.20252.42,LOW,0.01356
grapecity__wijmo.react.chart.finance.analytics-5.20252.42,LOW,0.01356
grapecity__wijmo.react.chart.hierarchical-5.20252.42,LOW,0.01356
grapecity__wijmo.react.chart.interaction-5.20252.42,LOW,0.01356
grapecity__wijmo.react.chart.map-5.20252.42,LOW,0.01356
grapecity__wijmo.react.chart.radar-5.20252.42,LOW,0.01356
grapecity__wijmo.react.gauge-5.20252.42,LOW,0.01356
grapecity__wijmo.react.grid-5.20252.42,LOW,0.04246
grapecity__wijmo.react.grid.detail-5.20252.42,LOW,0.01356
grapecity__wijmo.react.grid.filter-5.20252.42,LOW,0.01356
grapecity__wijmo.react.grid.grouppanel-5.20252.42,LOW,0.01356
grapecity__wijmo.react.grid.immutable-5.20252.42,LOW,0.01355
grapecity__wijmo.react.grid.multirow-5.20252.42,LOW,0.01356
grapecity__wijmo.react.grid.search-5.20252.42,LOW,0.01356
grapecity__wijmo.react.grid.sheet-5.20252.42,LOW,0.01356
grapecity__wijmo.react.grid.transposed-5.20252.42,LOW,0.01356
grapecity__wijmo.react.grid.transposedmultirow-5.20252.42,LOW,0.01356
grapecity__wijmo.react.input-5.20252.42,LOW,0.04246
grapecity__wijmo.react.nav-5.20252.42,LOW,0.01356
grapecity__wijmo.react.olap-5.20252.42,LOW,0.01356
grapecity__wijmo.react.viewer-5.20252.42,LOW,0.01356
grapecity__wijmo.rest-5.20252.42,LOW,0.04246
grapecity__wijmo.styles-5.20252.42,LOW,0.01352
grapecity__wijmo.touch-5.20252.42,LOW,0.01355
grapecity__wijmo.undo-5.20252.42,LOW,0.04246
grapecity__wijmo.viewer-5.20252.42,LOW,0.0208
grapecity__wijmo.vue2.all-5.20252.42,LOW,0.01352
grapecity__wijmo.vue2.barcode.common-5.20252.42,LOW,0.01367
grapecity__wijmo.vue2.barcode.composite-5.20252.42,LOW,0.04246
grapecity__wijmo.vue2.barcode.specialized-5.20252.42,LOW,0.01367
grapecity__wijmo.vue2.base-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.chart-5.20252.42,LOW,0.04246
grapecity__wijmo.vue2.chart.analytics-5.20252.42,LOW,0.04246
grapecity__wijmo.vue2.chart.animation-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.chart.annotation-5.20252.42,LOW,0.04246
grapecity__wijmo.vue2.chart.finance-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.chart.finance.analytics-5.20252.42,LOW,0.04246
grapecity__wijmo.vue2.chart.hierarchical-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.chart.interaction-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.chart.map-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.chart.radar-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.core-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.gauge-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.grid-5.20252.42,LOW,0.04246
grapecity__wijmo.vue2.grid.detail-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.grid.filter-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.grid.grouppanel-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.grid.multirow-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.grid.search-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.grid.sheet-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.grid.transposed-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.grid.transposedmultirow-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.input-5.20252.42,LOW,0.04246
grapecity__wijmo.vue2.nav-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.olap-5.20252.42,LOW,0.01356
grapecity__wijmo.vue2.viewer-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.all-5.20252.42,LOW,0.01352
grapecity__wijmo.webcomponents.barcode.common-5.20252.42,LOW,0.04246
grapecity__wijmo.webcomponents.barcode.composite-5.20252.42,LOW,0.04246
grapecity__wijmo.webcomponents.barcode.specialized-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.base-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.chart-5.20252.42,LOW,0.04246
grapecity__wijmo.webcomponents.chart.analytics-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.chart.animation-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.chart.finance-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.chart.finance.analytics-5.20252.42,LOW,0.04246
grapecity__wijmo.webcomponents.chart.hierarchical-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.chart.interaction-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.chart.map-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.chart.radar-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.gauge-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.grid-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.grid.filter-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.grid.grouppanel-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.grid.multirow-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.grid.search-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.grid.sheet-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.grid.transposed-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.grid.transposedmultirow-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.input-5.20252.42,LOW,0.04246
grapecity__wijmo.webcomponents.nav-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.olap-5.20252.42,LOW,0.01356
grapecity__wijmo.webcomponents.viewer-5.20252.42,LOW,0.01356
grapecity__wijmo.xlsx-5.20252.42,LOW,0.01529
graph-js-0.2.0,LOW,0.04871
graphand-js-0.30.16-beta,HIGH,0.29117
graphemesplit-2.6.0,LOW,0.0
graphitation__graphql-js-operation-payload-generator-0.13.0,MEDIUM,0.04917
graphitation__graphql-js-tag-0.10.0,LOW,0.04871
graphql-binding-2.5.2,LOW,0.04871
graphql-disable-introspection-1.2.0,LOW,0.04871
graphql-jit-0.8.7,MEDIUM,0.05032
graphql-joda-types-2.2.45,LOW,0.04871
graphql-relay-0.10.2,LOW,0.00021
graphql-tag-ts-0.1.16,LOW,0.01352
graphql-union-input-type-0.4.0,LOW,0.04871
graphqurl-2.0.0,LOW,0.0
grapoi-1.1.3,LOW,0.0449
green-api__whatsapp-api-client-js-v2-1.0.2,LOW,0.01143
grid-util-js-1.1.0,LOW,0.0
gridify-client-2.1.0,LOW,0.04871
gridstack-12.3.3,MEDIUM,0.14643
griffel__core-1.19.2,LOW,0.01187
griffel__react-1.5.32,LOW,0.0134
griffel__shadow-dom-0.2.10,LOW,0.01352
griffel__tag-processor-1.0.14,LOW,0.0135
groq-js-1.21.0,MEDIUM,0.05043
grpc-js-consul-1.3.1,LOW,0.00971
grpc-js-health-check-1.2.2,LOW,0.04871
grpc-reflection-js-0.3.0,LOW,0.00018
grpc__grpc-js-1.14.1,LOW,0.0
grpc__grpc-js-xds-1.14.0,LOW,0.02993
grpc_tools_node_protoc_ts-5.3.3,LOW,0.04164
grunt-assets-inline-1.2.4,LOW,0.0
grunt-css-to-js-0.1.9,LOW,0.01496
grunt-extract-sourcemap-0.1.19,LOW,0.04871
grunt-import-js-0.1.4,LOW,2e-05
grunt-node-optimize-1.2.1,LOW,0.04871
grunt-nuget-0.3.1,MEDIUM,0.04921
grunt-optimize-js-0.6.0,LOW,0.04871
grunt-polyfill-builder-1.0.2,LOW,0.01352
grunt-swagger-js-codegen-0.4.6,LOW,0.04871
grunt-war-0.5.1,LOW,0.00374
grunt-yamllint-0.3.0,LOW,0.04871
gson-conform-1.0.3,LOW,0.04871
gulp-beautify-3.0.0,LOW,0.04871
gulp-beautify-code-2.0.4,LOW,0.04871
gulp-crypto-js-1.0.0,LOW,0.04871
gulp-format-html-3.2.0,LOW,0.04871
gulp-inline-source-4.0.0,LOW,0.04871
gulp-js-import-1.0.6,LOW,0.04871
gulp-js-import-file-1.0.11,LOW,0.04871
gulp-js-minify-0.0.3,LOW,0.0
gulp-js-obfuscator-1.0.0,LOW,0.01352
gulp-js-text-inject-1.1.1,LOW,0.04871
gulp-js-wrapper-0.0.3,LOW,0.04871
gulp-jsbeautifier-3.0.1,LOW,0.04871
gulp-jsmin-0.1.5,LOW,0.04871
gulp-minifier-3.5.0,LOW,0.04871
gulp-minify-3.1.0,LOW,0.04871
gulp-minify-inline-1.1.0,LOW,0.04871
gulp-ng-templates-1.0.2,LOW,0.04871
gulp-optimize-js-1.1.0,LOW,0.04871
gulp-terser-js-5.2.2,LOW,0.04871
gulp-txtjs-0.0.4,LOW,0.04871
gulp-uglify-js-0.0.4,LOW,0.04871
gulp-version-number-0.2.4,LOW,0.04654
gw-gis-standard-global-vue3-1.1.32,LOW,0.04871
gyp-parser-1.0.4,LOW,0.04871
gzip-0.1.0,LOW,0.04871
h3-js-4.3.0,MEDIUM,0.05857
hackthenorth__hackerapi-js-3.0.12,LOW,0.00374
halpz__fetch-1.4.5,MEDIUM,0.10754
hamibot-lib-1.2.12,LOW,0.04871
hanzenkaku-1.0.1,LOW,0.02166
hapi-socket.io-1.0.5,LOW,0.04871
hardened-js-0.2.0,LOW,0.04315
harelpls__use-pusher-7.2.1,MEDIUM,0.15038
harmoniclabs__crypto-0.3.0,LOW,0.04313
harmoniclabs__obj-utils-1.0.0,LOW,0.04771
has-bigints-1.1.0,LOW,0.04871
has-named-captures-1.0.0,LOW,0.04871
has-strict-mode-1.1.0,LOW,0.04871
has-symbols-1.1.0,LOW,0.0295
has-tostringtag-1.0.2,LOW,0.04871
has-typed-arrays-1.1.0,LOW,0.04871
hashnode__api-client-0.0.8-37,LOW,0.03694
hasura-metadata-types-2.43.0,LOW,0.02904
hatchfi__sdk-js-0.0.45,HIGH,0.24385
haventec__authenticate-client-js-2.1.0,LOW,0.02566
haventec__common-js-0.2.7,LOW,0.02749
hazae41__base16-2.0.2,LOW,0.04871
hazae41__base64-2.0.2,LOW,0.0
hazae41__chacha20poly1305-2.0.1,LOW,0.01088
hazae41__keccak256-1.0.12,LOW,0.01088
hazae41__secp256k1-1.0.4,LOW,0.01088
hcaptcha__loader-2.2.0,MEDIUM,0.11783
hdr-histogram-js-3.0.1,MEDIUM,0.14091
hdr-histogram-percentiles-obj-3.0.0,LOW,0.04871
hds-js-4.8.1,MEDIUM,0.05168
headbreaker-3.0.0,LOW,0.00151
headless-pagination-0.1.3,LOW,0.04871
headwayapp__react-widget-0.0.4,LOW,0.01891
heap-js-2.7.1,LOW,0.04871
heliodore__components-1.0.21,LOW,0.04871
helios-opentelemetry-sdk-1.0.91,MEDIUM,0.08055
helium__proto-2.2.0,MEDIUM,0.04973
helloblock-js-0.2.5,LOW,0.0
hellocoop__definitions-1.0.11,LOW,0.00898
helper-js-3.1.6,MEDIUM,0.14372
hetznercloud__ngx-translate-mock-1.1.0,LOW,0.01352
hex-encoding-2.0.3,LOW,0.04871
hexo-all-minifier-0.5.7,LOW,0.04871
hexo-minify-1.8.1,LOW,0.04871
hexo-neat-1.0.9,LOW,0.00151
hextechjs-1.1.16,MEDIUM,0.09169
hey-utils-1.0.2,MEDIUM,0.04881
hiero-did-sdk__cache-0.1.7,LOW,0.04871
hiero-did-sdk__crypto-0.1.7,LOW,0.04871
hig-vanilla-0.1.27,LOW,0.02412
highlight-search-term-1.0.3,LOW,0.04871
himenon__git-control-js-0.6.1,LOW,0.00034
hina-cloud-js-core-4.0.4,LOW,0.01352
hiroba-js-2.3.2,LOW,0.0
hitbox-js-1.0.2,LOW,0.04871
hmac-1.0.1,LOW,0.04871
hmscore__hms-js-base-6.1.0-300,MEDIUM,0.06043
hokodo__hokodo-js-0.0.1-alpha.9,LOW,0.01036
hokulea__core-0.9.0,LOW,0.04871
homeserver-js__servers-0.2.2,LOW,0.0039
homeserver-js__tranceiver-core-0.2.2,LOW,0.0
honeycomb-protocol__toolkit-0.0.1-beta.18,LOW,0.03157
hono__auth-js-1.1.0,LOW,0.00011
hono__oauth-providers-0.8.5,LOW,0.0
honorlock__integration-sdk-js-1.5.0,LOW,0.04403
honorlock__integration-sdk-js-moodle-1.3.0,MEDIUM,0.13313
hook-js__word-mapping-1.0.36,MEDIUM,0.13497
hot-module-1.0.1,LOW,0.04306
