threshold,TP,FP,TN,FN,fpr,fnr,n_pos,n_neg
0.541,427,19,5231,48,0.00362,0.10105,475,5250
0.542,427,19,5231,48,0.00362,0.10105,475,5250
0.543,427,19,5231,48,0.00362,0.10105,475,5250
0.544,427,19,5231,48,0.00362,0.10105,475,5250
0.545,427,19,5231,48,0.00362,0.10105,475,5250
0.546,427,19,5231,48,0.00362,0.10105,475,5250
0.547,427,18,5232,48,0.00343,0.10105,475,5250
0.548,427,18,5232,48,0.00343,0.10105,475,5250
0.549,427,18,5232,48,0.00343,0.10105,475,5250
0.55,427,18,5232,48,0.00343,0.10105,475,5250
0.551,427,18,5232,48,0.00343,0.10105,475,5250
0.552,427,18,5232,48,0.00343,0.10105,475,5250
0.553,427,18,5232,48,0.00343,0.10105,475,5250
0.554,427,18,5232,48,0.00343,0.10105,475,5250
0.555,427,18,5232,48,0.00343,0.10105,475,5250
0.556,427,18,5232,48,0.00343,0.10105,475,5250
0.557,427,18,5232,48,0.00343,0.10105,475,5250
0.558,427,18,5232,48,0.00343,0.10105,475,5250
0.559,427,18,5232,48,0.00343,0.10105,475,5250
0.56,427,18,5232,48,0.00343,0.10105,475,5250
0.561,427,18,5232,48,0.00343,0.10105,475,5250
0.562,427,18,5232,48,0.00343,0.10105,475,5250
0.563,427,18,5232,48,0.00343,0.10105,475,5250
0.564,427,18,5232,48,0.00343,0.10105,475,5250
0.565,427,18,5232,48,0.00343,0.10105,475,5250
0.566,427,18,5232,48,0.00343,0.10105,475,5250
0.567,427,18,5232,48,0.00343,0.10105,475,5250
0.568,427,18,5232,48,0.00343,0.10105,475,5250
0.569,427,18,5232,48,0.00343,0.10105,475,5250
0.57,427,18,5232,48,0.00343,0.10105,475,5250
0.571,427,18,5232,48,0.00343,0.10105,475,5250
0.572,427,18,5232,48,0.00343,0.10105,475,5250
0.573,427,18,5232,48,0.00343,0.10105,475,5250
0.574,427,18,5232,48,0.00343,0.10105,475,5250
0.575,427,18,5232,48,0.00343,0.10105,475,5250
0.576,427,18,5232,48,0.00343,0.10105,475,5250
0.577,427,18,5232,48,0.00343,0.10105,475,5250
0.578,426,18,5232,49,0.00343,0.10316,475,5250
0.579,422,18,5232,53,0.00343,0.11158,475,5250
0.58,422,18,5232,53,0.00343,0.11158,475,5250
0.581,422,18,5232,53,0.00343,0.11158,475,5250
0.582,422,18,5232,53,0.00343,0.11158,475,5250
0.583,422,18,5232,53,0.00343,0.11158,475,5250
0.584,422,18,5232,53,0.00343,0.11158,475,5250
0.585,422,18,5232,53,0.00343,0.11158,475,5250
0.586,422,18,5232,53,0.00343,0.11158,475,5250
0.587,422,18,5232,53,0.00343,0.11158,475,5250
0.588,422,18,5232,53,0.00343,0.11158,475,5250
0.589,422,18,5232,53,0.00343,0.11158,475,5250
0.59,422,18,5232,53,0.00343,0.11158,475,5250
0.591,422,18,5232,53,0.00343,0.11158,475,5250
0.592,422,18,5232,53,0.00343,0.11158,475,5250
0.593,422,18,5232,53,0.00343,0.11158,475,5250
0.594,422,18,5232,53,0.00343,0.11158,475,5250
0.595,422,18,5232,53,0.00343,0.11158,475,5250
0.596,422,18,5232,53,0.00343,0.11158,475,5250
0.597,422,18,5232,53,0.00343,0.11158,475,5250
0.598,422,18,5232,53,0.00343,0.11158,475,5250
0.599,422,18,5232,53,0.00343,0.11158,475,5250
0.6,422,18,5232,53,0.00343,0.11158,475,5250
0.601,422,18,5232,53,0.00343,0.11158,475,5250
0.602,422,18,5232,53,0.00343,0.11158,475,5250
0.603,422,18,5232,53,0.00343,0.11158,475,5250
0.604,422,18,5232,53,0.00343,0.11158,475,5250
0.605,422,18,5232,53,0.00343,0.11158,475,5250
0.606,422,18,5232,53,0.00343,0.11158,475,5250
0.607,422,18,5232,53,0.00343,0.11158,475,5250
0.608,422,18,5232,53,0.00343,0.11158,475,5250
0.609,422,18,5232,53,0.00343,0.11158,475,5250
0.61,422,18,5232,53,0.00343,0.11158,475,5250
0.611,422,18,5232,53,0.00343,0.11158,475,5250
0.612,422,18,5232,53,0.00343,0.11158,475,5250
0.613,422,18,5232,53,0.00343,0.11158,475,5250
0.614,422,18,5232,53,0.00343,0.11158,475,5250
0.615,422,18,5232,53,0.00343,0.11158,475,5250
0.616,422,18,5232,53,0.00343,0.11158,475,5250
0.617,422,18,5232,53,0.00343,0.11158,475,5250
0.618,422,18,5232,53,0.00343,0.11158,475,5250
0.619,422,17,5233,53,0.00324,0.11158,475,5250
0.62,422,17,5233,53,0.00324,0.11158,475,5250
0.621,422,16,5234,53,0.00305,0.11158,475,5250
0.622,422,16,5234,53,0.00305,0.11158,475,5250
0.623,422,16,5234,53,0.00305,0.11158,475,5250
0.624,422,16,5234,53,0.00305,0.11158,475,5250
0.625,422,16,5234,53,0.00305,0.11158,475,5250
0.626,422,16,5234,53,0.00305,0.11158,475,5250
0.627,422,16,5234,53,0.00305,0.11158,475,5250
0.628,422,16,5234,53,0.00305,0.11158,475,5250
0.629,422,16,5234,53,0.00305,0.11158,475,5250
0.63,422,16,5234,53,0.00305,0.11158,475,5250
0.631,422,16,5234,53,0.00305,0.11158,475,5250
0.632,422,16,5234,53,0.00305,0.11158,475,5250
0.633,422,16,5234,53,0.00305,0.11158,475,5250
0.634,422,16,5234,53,0.00305,0.11158,475,5250
0.635,422,16,5234,53,0.00305,0.11158,475,5250
0.636,422,16,5234,53,0.00305,0.11158,475,5250
0.637,422,16,5234,53,0.00305,0.11158,475,5250
0.638,422,16,5234,53,0.00305,0.11158,475,5250
0.639,422,16,5234,53,0.00305,0.11158,475,5250
0.64,422,16,5234,53,0.00305,0.11158,475,5250
0.641,422,16,5234,53,0.00305,0.11158,475,5250
0.642,422,16,5234,53,0.00305,0.11158,475,5250
0.643,422,16,5234,53,0.00305,0.11158,475,5250
0.644,422,16,5234,53,0.00305,0.11158,475,5250
0.645,422,16,5234,53,0.00305,0.11158,475,5250
0.646,422,16,5234,53,0.00305,0.11158,475,5250
0.647,422,16,5234,53,0.00305,0.11158,475,5250
0.648,422,16,5234,53,0.00305,0.11158,475,5250
0.649,422,16,5234,53,0.00305,0.11158,475,5250
0.65,422,16,5234,53,0.00305,0.11158,475,5250
0.651,422,16,5234,53,0.00305,0.11158,475,5250
0.652,422,16,5234,53,0.00305,0.11158,475,5250
0.653,422,16,5234,53,0.00305,0.11158,475,5250
0.654,422,16,5234,53,0.00305,0.11158,475,5250
0.655,422,16,5234,53,0.00305,0.11158,475,5250
0.656,422,16,5234,53,0.00305,0.11158,475,5250
0.657,422,16,5234,53,0.00305,0.11158,475,5250
0.658,422,16,5234,53,0.00305,0.11158,475,5250
0.659,422,16,5234,53,0.00305,0.11158,475,5250
0.66,422,16,5234,53,0.00305,0.11158,475,5250
0.661,422,16,5234,53,0.00305,0.11158,475,5250
0.662,422,16,5234,53,0.00305,0.11158,475,5250
0.663,422,16,5234,53,0.00305,0.11158,475,5250
0.664,422,16,5234,53,0.00305,0.11158,475,5250
0.665,422,16,5234,53,0.00305,0.11158,475,5250
0.666,422,16,5234,53,0.00305,0.11158,475,5250
0.667,422,16,5234,53,0.00305,0.11158,475,5250
0.668,422,16,5234,53,0.00305,0.11158,475,5250
0.669,422,16,5234,53,0.00305,0.11158,475,5250
0.67,422,16,5234,53,0.00305,0.11158,475,5250
0.671,422,16,5234,53,0.00305,0.11158,475,5250
0.672,422,16,5234,53,0.00305,0.11158,475,5250
0.673,422,16,5234,53,0.00305,0.11158,475,5250
0.674,422,16,5234,53,0.00305,0.11158,475,5250
0.675,422,16,5234,53,0.00305,0.11158,475,5250
0.676,422,16,5234,53,0.00305,0.11158,475,5250
0.677,422,16,5234,53,0.00305,0.11158,475,5250
0.678,422,16,5234,53,0.00305,0.11158,475,5250
0.679,422,16,5234,53,0.00305,0.11158,475,5250
0.68,422,16,5234,53,0.00305,0.11158,475,5250
0.681,422,16,5234,53,0.00305,0.11158,475,5250
0.682,422,16,5234,53,0.00305,0.11158,475,5250
0.683,422,16,5234,53,0.00305,0.11158,475,5250
0.684,422,16,5234,53,0.00305,0.11158,475,5250
0.685,422,16,5234,53,0.00305,0.11158,475,5250
0.686,422,16,5234,53,0.00305,0.11158,475,5250
0.687,422,16,5234,53,0.00305,0.11158,475,5250
0.688,422,16,5234,53,0.00305,0.11158,475,5250
0.689,422,16,5234,53,0.00305,0.11158,475,5250
0.69,422,16,5234,53,0.00305,0.11158,475,5250
0.691,422,16,5234,53,0.00305,0.11158,475,5250
0.692,422,16,5234,53,0.00305,0.11158,475,5250
0.693,422,16,5234,53,0.00305,0.11158,475,5250
0.694,422,16,5234,53,0.00305,0.11158,475,5250
0.695,422,16,5234,53,0.00305,0.11158,475,5250
0.696,422,16,5234,53,0.00305,0.11158,475,5250
0.697,422,16,5234,53,0.00305,0.11158,475,5250
0.698,422,16,5234,53,0.00305,0.11158,475,5250
0.699,422,16,5234,53,0.00305,0.11158,475,5250
0.7,422,16,5234,53,0.00305,0.11158,475,5250
0.701,422,16,5234,53,0.00305,0.11158,475,5250
0.702,422,16,5234,53,0.00305,0.11158,475,5250
0.703,422,16,5234,53,0.00305,0.11158,475,5250
0.704,422,16,5234,53,0.00305,0.11158,475,5250
0.705,422,16,5234,53,0.00305,0.11158,475,5250
0.706,422,16,5234,53,0.00305,0.11158,475,5250
0.707,422,16,5234,53,0.00305,0.11158,475,5250
0.708,422,16,5234,53,0.00305,0.11158,475,5250
0.709,422,16,5234,53,0.00305,0.11158,475,5250
0.71,422,16,5234,53,0.00305,0.11158,475,5250
0.711,422,16,5234,53,0.00305,0.11158,475,5250
0.712,422,16,5234,53,0.00305,0.11158,475,5250
0.713,422,16,5234,53,0.00305,0.11158,475,5250
0.714,422,16,5234,53,0.00305,0.11158,475,5250
0.715,422,16,5234,53,0.00305,0.11158,475,5250
0.716,422,16,5234,53,0.00305,0.11158,475,5250
0.717,422,16,5234,53,0.00305,0.11158,475,5250
0.718,422,16,5234,53,0.00305,0.11158,475,5250
0.719,422,16,5234,53,0.00305,0.11158,475,5250
0.72,422,15,5235,53,0.00286,0.11158,475,5250
0.721,422,15,5235,53,0.00286,0.11158,475,5250
0.722,422,15,5235,53,0.00286,0.11158,475,5250
0.723,422,15,5235,53,0.00286,0.11158,475,5250
0.724,422,15,5235,53,0.00286,0.11158,475,5250
0.725,422,15,5235,53,0.00286,0.11158,475,5250
0.726,422,15,5235,53,0.00286,0.11158,475,5250
0.727,422,15,5235,53,0.00286,0.11158,475,5250
0.728,422,15,5235,53,0.00286,0.11158,475,5250
0.729,422,15,5235,53,0.00286,0.11158,475,5250
0.73,422,15,5235,53,0.00286,0.11158,475,5250
0.731,422,15,5235,53,0.00286,0.11158,475,5250
0.732,422,15,5235,53,0.00286,0.11158,475,5250
0.733,422,15,5235,53,0.00286,0.11158,475,5250
0.734,422,15,5235,53,0.00286,0.11158,475,5250
0.735,422,15,5235,53,0.00286,0.11158,475,5250
0.736,422,15,5235,53,0.00286,0.11158,475,5250
0.737,422,15,5235,53,0.00286,0.11158,475,5250
0.738,422,15,5235,53,0.00286,0.11158,475,5250
0.739,422,15,5235,53,0.00286,0.11158,475,5250
0.74,422,15,5235,53,0.00286,0.11158,475,5250
0.741,422,15,5235,53,0.00286,0.11158,475,5250
0.742,422,15,5235,53,0.00286,0.11158,475,5250
0.743,422,15,5235,53,0.00286,0.11158,475,5250
0.744,422,15,5235,53,0.00286,0.11158,475,5250
0.745,422,15,5235,53,0.00286,0.11158,475,5250
0.746,422,15,5235,53,0.00286,0.11158,475,5250
0.747,422,15,5235,53,0.00286,0.11158,475,5250
0.748,422,15,5235,53,0.00286,0.11158,475,5250
0.749,422,15,5235,53,0.00286,0.11158,475,5250
0.75,422,15,5235,53,0.00286,0.11158,475,5250
0.751,422,15,5235,53,0.00286,0.11158,475,5250
0.752,422,15,5235,53,0.00286,0.11158,475,5250
0.753,422,15,5235,53,0.00286,0.11158,475,5250
0.754,422,15,5235,53,0.00286,0.11158,475,5250
0.755,422,15,5235,53,0.00286,0.11158,475,5250
0.756,422,15,5235,53,0.00286,0.11158,475,5250
0.757,422,15,5235,53,0.00286,0.11158,475,5250
0.758,422,15,5235,53,0.00286,0.11158,475,5250
0.759,422,15,5235,53,0.00286,0.11158,475,5250
0.76,422,15,5235,53,0.00286,0.11158,475,5250
0.761,422,15,5235,53,0.00286,0.11158,475,5250
0.762,422,15,5235,53,0.00286,0.11158,475,5250
0.763,422,15,5235,53,0.00286,0.11158,475,5250
0.764,422,15,5235,53,0.00286,0.11158,475,5250
0.765,422,15,5235,53,0.00286,0.11158,475,5250
0.766,422,15,5235,53,0.00286,0.11158,475,5250
0.767,422,15,5235,53,0.00286,0.11158,475,5250
0.768,422,15,5235,53,0.00286,0.11158,475,5250
0.769,422,15,5235,53,0.00286,0.11158,475,5250
0.77,422,15,5235,53,0.00286,0.11158,475,5250
0.771,422,15,5235,53,0.00286,0.11158,475,5250
0.772,422,15,5235,53,0.00286,0.11158,475,5250
0.773,422,15,5235,53,0.00286,0.11158,475,5250
0.774,422,15,5235,53,0.00286,0.11158,475,5250
0.775,422,15,5235,53,0.00286,0.11158,475,5250
0.776,422,15,5235,53,0.00286,0.11158,475,5250
0.777,422,15,5235,53,0.00286,0.11158,475,5250
0.778,422,15,5235,53,0.00286,0.11158,475,5250
0.779,422,15,5235,53,0.00286,0.11158,475,5250
0.78,422,15,5235,53,0.00286,0.11158,475,5250
0.781,422,15,5235,53,0.00286,0.11158,475,5250
0.782,422,15,5235,53,0.00286,0.11158,475,5250
0.783,422,15,5235,53,0.00286,0.11158,475,5250
0.784,422,15,5235,53,0.00286,0.11158,475,5250
0.785,422,15,5235,53,0.00286,0.11158,475,5250
0.786,422,15,5235,53,0.00286,0.11158,475,5250
0.787,422,15,5235,53,0.00286,0.11158,475,5250
0.788,422,15,5235,53,0.00286,0.11158,475,5250
0.789,422,15,5235,53,0.00286,0.11158,475,5250
0.79,422,15,5235,53,0.00286,0.11158,475,5250
0.791,422,15,5235,53,0.00286,0.11158,475,5250
0.792,422,15,5235,53,0.00286,0.11158,475,5250
0.793,422,15,5235,53,0.00286,0.11158,475,5250
0.794,422,15,5235,53,0.00286,0.11158,475,5250
0.795,422,15,5235,53,0.00286,0.11158,475,5250
0.796,422,15,5235,53,0.00286,0.11158,475,5250
0.797,422,15,5235,53,0.00286,0.11158,475,5250
0.798,422,15,5235,53,0.00286,0.11158,475,5250
0.799,422,15,5235,53,0.00286,0.11158,475,5250
0.8,421,15,5235,54,0.00286,0.11368,475,5250
0.801,421,15,5235,54,0.00286,0.11368,475,5250
0.802,421,15,5235,54,0.00286,0.11368,475,5250
0.803,421,15,5235,54,0.00286,0.11368,475,5250
0.804,421,15,5235,54,0.00286,0.11368,475,5250
0.805,421,15,5235,54,0.00286,0.11368,475,5250
0.806,421,15,5235,54,0.00286,0.11368,475,5250
0.807,421,15,5235,54,0.00286,0.11368,475,5250
0.808,421,15,5235,54,0.00286,0.11368,475,5250
0.809,421,15,5235,54,0.00286,0.11368,475,5250
0.81,421,15,5235,54,0.00286,0.11368,475,5250
0.811,421,15,5235,54,0.00286,0.11368,475,5250
0.812,421,15,5235,54,0.00286,0.11368,475,5250
0.813,421,15,5235,54,0.00286,0.11368,475,5250
0.814,421,15,5235,54,0.00286,0.11368,475,5250
0.815,421,15,5235,54,0.00286,0.11368,475,5250
0.816,421,15,5235,54,0.00286,0.11368,475,5250
0.817,421,15,5235,54,0.00286,0.11368,475,5250
0.818,421,15,5235,54,0.00286,0.11368,475,5250
0.819,421,15,5235,54,0.00286,0.11368,475,5250
0.82,421,15,5235,54,0.00286,0.11368,475,5250
0.821,421,15,5235,54,0.00286,0.11368,475,5250
0.822,421,15,5235,54,0.00286,0.11368,475,5250
0.823,421,15,5235,54,0.00286,0.11368,475,5250
0.824,421,15,5235,54,0.00286,0.11368,475,5250
0.825,421,15,5235,54,0.00286,0.11368,475,5250
0.826,421,15,5235,54,0.00286,0.11368,475,5250
0.827,421,15,5235,54,0.00286,0.11368,475,5250
0.828,421,15,5235,54,0.00286,0.11368,475,5250
0.829,421,14,5236,54,0.00267,0.11368,475,5250
0.83,421,14,5236,54,0.00267,0.11368,475,5250
0.831,413,11,5239,62,0.0021,0.13053,475,5250
0.832,413,11,5239,62,0.0021,0.13053,475,5250
0.833,411,11,5239,64,0.0021,0.13474,475,5250
0.834,411,10,5240,64,0.0019,0.13474,475,5250
0.835,411,9,5241,64,0.00171,0.13474,475,5250
0.836,411,9,5241,64,0.00171,0.13474,475,5250
0.837,411,9,5241,64,0.00171,0.13474,475,5250
0.838,411,9,5241,64,0.00171,0.13474,475,5250
0.839,411,9,5241,64,0.00171,0.13474,475,5250
0.84,411,9,5241,64,0.00171,0.13474,475,5250
0.841,411,9,5241,64,0.00171,0.13474,475,5250
0.842,411,9,5241,64,0.00171,0.13474,475,5250
0.843,411,9,5241,64,0.00171,0.13474,475,5250
0.844,411,9,5241,64,0.00171,0.13474,475,5250
0.845,411,9,5241,64,0.00171,0.13474,475,5250
0.846,411,9,5241,64,0.00171,0.13474,475,5250
0.847,411,9,5241,64,0.00171,0.13474,475,5250
0.848,411,9,5241,64,0.00171,0.13474,475,5250
0.849,411,9,5241,64,0.00171,0.13474,475,5250
0.85,411,9,5241,64,0.00171,0.13474,475,5250
0.851,411,9,5241,64,0.00171,0.13474,475,5250
0.852,411,9,5241,64,0.00171,0.13474,475,5250
0.853,411,9,5241,64,0.00171,0.13474,475,5250
0.854,411,8,5242,64,0.00152,0.13474,475,5250
0.855,411,8,5242,64,0.00152,0.13474,475,5250
0.856,411,7,5243,64,0.00133,0.13474,475,5250
0.857,411,7,5243,64,0.00133,0.13474,475,5250
0.858,411,7,5243,64,0.00133,0.13474,475,5250
0.859,411,7,5243,64,0.00133,0.13474,475,5250
0.86,411,7,5243,64,0.00133,0.13474,475,5250
0.861,411,7,5243,64,0.00133,0.13474,475,5250
0.862,411,7,5243,64,0.00133,0.13474,475,5250
0.863,411,7,5243,64,0.00133,0.13474,475,5250
0.864,411,7,5243,64,0.00133,0.13474,475,5250
0.865,411,7,5243,64,0.00133,0.13474,475,5250
0.866,411,7,5243,64,0.00133,0.13474,475,5250
0.867,411,7,5243,64,0.00133,0.13474,475,5250
0.868,411,7,5243,64,0.00133,0.13474,475,5250
0.869,411,7,5243,64,0.00133,0.13474,475,5250
0.87,411,7,5243,64,0.00133,0.13474,475,5250
0.871,411,7,5243,64,0.00133,0.13474,475,5250
0.872,411,7,5243,64,0.00133,0.13474,475,5250
0.873,411,7,5243,64,0.00133,0.13474,475,5250
0.874,411,7,5243,64,0.00133,0.13474,475,5250
0.875,411,6,5244,64,0.00114,0.13474,475,5250
0.876,411,6,5244,64,0.00114,0.13474,475,5250
0.877,411,6,5244,64,0.00114,0.13474,475,5250
0.878,405,6,5244,70,0.00114,0.14737,475,5250
0.879,405,6,5244,70,0.00114,0.14737,475,5250
0.88,404,6,5244,71,0.00114,0.14947,475,5250
0.881,403,6,5244,72,0.00114,0.15158,475,5250
0.882,403,6,5244,72,0.00114,0.15158,475,5250
0.883,403,6,5244,72,0.00114,0.15158,475,5250
0.884,401,6,5244,74,0.00114,0.15579,475,5250
0.885,401,6,5244,74,0.00114,0.15579,475,5250
0.886,401,6,5244,74,0.00114,0.15579,475,5250
0.887,401,6,5244,74,0.00114,0.15579,475,5250
0.888,400,6,5244,75,0.00114,0.15789,475,5250
0.889,400,6,5244,75,0.00114,0.15789,475,5250
0.89,400,6,5244,75,0.00114,0.15789,475,5250
0.891,400,6,5244,75,0.00114,0.15789,475,5250
0.892,400,6,5244,75,0.00114,0.15789,475,5250
0.893,400,6,5244,75,0.00114,0.15789,475,5250
0.894,400,6,5244,75,0.00114,0.15789,475,5250
0.895,400,6,5244,75,0.00114,0.15789,475,5250
0.896,400,6,5244,75,0.00114,0.15789,475,5250
0.897,399,6,5244,76,0.00114,0.16,475,5250
0.898,399,6,5244,76,0.00114,0.16,475,5250
0.899,399,6,5244,76,0.00114,0.16,475,5250
0.9,399,6,5244,76,0.00114,0.16,475,5250
0.901,399,6,5244,76,0.00114,0.16,475,5250
0.902,399,6,5244,76,0.00114,0.16,475,5250
0.903,399,6,5244,76,0.00114,0.16,475,5250
0.904,399,6,5244,76,0.00114,0.16,475,5250
0.905,399,6,5244,76,0.00114,0.16,475,5250
0.906,399,6,5244,76,0.00114,0.16,475,5250
0.907,399,6,5244,76,0.00114,0.16,475,5250
0.908,399,6,5244,76,0.00114,0.16,475,5250
0.909,399,6,5244,76,0.00114,0.16,475,5250
0.91,399,6,5244,76,0.00114,0.16,475,5250
0.911,399,6,5244,76,0.00114,0.16,475,5250
0.912,399,6,5244,76,0.00114,0.16,475,5250
0.913,399,6,5244,76,0.00114,0.16,475,5250
0.914,399,6,5244,76,0.00114,0.16,475,5250
0.915,399,6,5244,76,0.00114,0.16,475,5250
0.916,399,6,5244,76,0.00114,0.16,475,5250
0.917,399,6,5244,76,0.00114,0.16,475,5250
0.918,399,6,5244,76,0.00114,0.16,475,5250
0.919,399,6,5244,76,0.00114,0.16,475,5250
0.92,399,6,5244,76,0.00114,0.16,475,5250
0.921,399,6,5244,76,0.00114,0.16,475,5250
0.922,399,6,5244,76,0.00114,0.16,475,5250
0.923,399,6,5244,76,0.00114,0.16,475,5250
0.924,399,6,5244,76,0.00114,0.16,475,5250
0.925,399,6,5244,76,0.00114,0.16,475,5250
0.926,399,6,5244,76,0.00114,0.16,475,5250
0.927,399,6,5244,76,0.00114,0.16,475,5250
0.928,399,6,5244,76,0.00114,0.16,475,5250
0.929,399,6,5244,76,0.00114,0.16,475,5250
0.93,399,6,5244,76,0.00114,0.16,475,5250
0.931,399,6,5244,76,0.00114,0.16,475,5250
0.932,399,6,5244,76,0.00114,0.16,475,5250
0.933,399,6,5244,76,0.00114,0.16,475,5250
0.934,399,6,5244,76,0.00114,0.16,475,5250
0.935,399,6,5244,76,0.00114,0.16,475,5250
0.936,399,6,5244,76,0.00114,0.16,475,5250
0.937,399,6,5244,76,0.00114,0.16,475,5250
0.938,399,6,5244,76,0.00114,0.16,475,5250
0.939,399,6,5244,76,0.00114,0.16,475,5250
0.94,399,5,5245,76,0.00095,0.16,475,5250
0.941,399,4,5246,76,0.00076,0.16,475,5250
0.942,399,2,5248,76,0.00038,0.16,475,5250
0.943,399,2,5248,76,0.00038,0.16,475,5250
0.944,399,2,5248,76,0.00038,0.16,475,5250
0.945,399,2,5248,76,0.00038,0.16,475,5250
0.946,399,2,5248,76,0.00038,0.16,475,5250
0.947,399,2,5248,76,0.00038,0.16,475,5250
0.948,399,2,5248,76,0.00038,0.16,475,5250
0.949,399,2,5248,76,0.00038,0.16,475,5250
0.95,399,2,5248,76,0.00038,0.16,475,5250
0.951,399,2,5248,76,0.00038,0.16,475,5250
0.952,399,2,5248,76,0.00038,0.16,475,5250
0.953,399,2,5248,76,0.00038,0.16,475,5250
0.954,399,2,5248,76,0.00038,0.16,475,5250
0.955,399,2,5248,76,0.00038,0.16,475,5250
0.956,398,2,5248,77,0.00038,0.16211,475,5250
0.957,398,2,5248,77,0.00038,0.16211,475,5250
0.958,398,2,5248,77,0.00038,0.16211,475,5250
0.959,398,2,5248,77,0.00038,0.16211,475,5250
0.96,398,2,5248,77,0.00038,0.16211,475,5250
0.961,397,2,5248,78,0.00038,0.16421,475,5250
0.962,397,2,5248,78,0.00038,0.16421,475,5250
0.963,397,2,5248,78,0.00038,0.16421,475,5250
0.964,397,2,5248,78,0.00038,0.16421,475,5250
0.965,397,2,5248,78,0.00038,0.16421,475,5250
0.966,397,2,5248,78,0.00038,0.16421,475,5250
0.967,397,2,5248,78,0.00038,0.16421,475,5250
0.968,397,2,5248,78,0.00038,0.16421,475,5250
0.969,397,2,5248,78,0.00038,0.16421,475,5250
0.97,397,2,5248,78,0.00038,0.16421,475,5250
0.971,397,2,5248,78,0.00038,0.16421,475,5250
0.972,396,1,5249,79,0.00019,0.16632,475,5250
0.973,396,1,5249,79,0.00019,0.16632,475,5250
0.974,396,1,5249,79,0.00019,0.16632,475,5250
0.975,396,1,5249,79,0.00019,0.16632,475,5250
0.976,396,1,5249,79,0.00019,0.16632,475,5250
0.977,396,0,5250,79,0.0,0.16632,475,5250
0.978,396,0,5250,79,0.0,0.16632,475,5250
0.979,396,0,5250,79,0.0,0.16632,475,5250
0.98,396,0,5250,79,0.0,0.16632,475,5250
0.981,396,0,5250,79,0.0,0.16632,475,5250
0.982,396,0,5250,79,0.0,0.16632,475,5250
0.983,396,0,5250,79,0.0,0.16632,475,5250
0.984,395,0,5250,80,0.0,0.16842,475,5250
0.985,395,0,5250,80,0.0,0.16842,475,5250
0.986,395,0,5250,80,0.0,0.16842,475,5250
0.987,395,0,5250,80,0.0,0.16842,475,5250
0.988,394,0,5250,81,0.0,0.17053,475,5250
0.989,394,0,5250,81,0.0,0.17053,475,5250
0.99,394,0,5250,81,0.0,0.17053,475,5250
0.991,394,0,5250,81,0.0,0.17053,475,5250
0.992,393,0,5250,82,0.0,0.17263,475,5250
0.993,393,0,5250,82,0.0,0.17263,475,5250
0.994,393,0,5250,82,0.0,0.17263,475,5250
0.995,393,0,5250,82,0.0,0.17263,475,5250
0.996,393,0,5250,82,0.0,0.17263,475,5250
0.997,393,0,5250,82,0.0,0.17263,475,5250
0.998,393,0,5250,82,0.0,0.17263,475,5250
0.999,392,0,5250,83,0.0,0.17474,475,5250
1.0,335,0,5250,140,0.0,0.29474,475,5250
