PACKAGE_NAME,RISK_LEVEL,PROB_MALICIOUS,PREINSTALL
fraym__auth-0.50.3,LOW,0.05077,
fraym__graphql-0.50.3,LOW,0.01045,
fraym__proto-0.50.3,MEDIUM,0.14602,
freeloop__utils-0.0.6,LOW,0.0,
frida-js-0.4.0,MEDIUM,0.14885,
frida__base64-js-2.0.3,LOW,0.00194,
frida__http-parser-js-1.0.0,LOW,0.00787,
friendly-pow-0.2.2,MEDIUM,0.14357,
from-cdn-1.0.1,LOW,0.05077,
fromcsv-0.2.0,LOW,0.05077,
frontapp__ui-kit-0.20.2,MEDIUM,0.06368,
frontendgoodies__code-sandbox-1.1.14-alpha.0,HIGH,0.48806,
fs-js-lite-2.6.6,LOW,0.02915,
fs.realpath-1.0.0,LOW,0.05077,
ftdi-js-0.4.1,LOW,0.01385,
fuel-js__logic-0.6.7,LOW,0.05077,
fun-task-1.5.2,MEDIUM,0.14602,
func-js__async-0.1.5,MEDIUM,0.14602,
func-js__core-0.1.12,LOW,0.05077,
functions-have-names-1.2.3,LOW,0.05077,
fuzzysearch-js-0.2.0,LOW,0.0508,
fwk-1.1.8,LOW,0.01385,
fzz-2.10.0,LOW,0.0313,
g8k__js-pkg-go-0.2.3,LOW,0.05077,
ga-lite-2.1.6,MEDIUM,0.06744,
galanga-0.2.7,LOW,0.01182,
galileo-1.29.0,LOW,0.00171,
gandlaf21__bc-ur-1.1.12,LOW,0.05077,
gaozh1024__js-toolkit-1.0.18,MEDIUM,0.12054,
gathercontent.js-1.0.1,LOW,0.00124,
gatling.io__cli-3.14.901,MEDIUM,0.1775,
gatling.io__core-3.14.901,LOW,0.03385,
gatling.io__http-3.14.901,LOW,0.04265,
gatling.io__jvm-types-3.14.901,MEDIUM,0.05112,
gatsby-plugin-asset-path-3.0.4,LOW,0.00176,
gatsby-plugin-fresnel-1.1.0,LOW,0.00094,
gatsby-plugin-segment-js-5.0.0,LOW,0.01588,
gcip-iap-2.0.0,LOW,0.04944,
gd-sprest-js-2.4.1,MEDIUM,0.13214,
gdal3.js-2.8.1,LOW,0.01543,
gelf-stream-1.1.1,LOW,0.05077,
gemx-dev__clarity-js-0.8.42,MEDIUM,0.14792,
generate-json-from-js-webpack-plugin-0.1.1,LOW,0.05077,
generate-object-property-2.0.0,LOW,0.05077,
generate-string-1.0.1,LOW,0.01385,
generator-supported-0.0.1,LOW,0.0,
genesis.js-3.3.9,MEDIUM,0.07995,
geo-distance-0.2.0,LOW,0.04296,
geoblocks__ol-maplibre-layer-1.0.3,LOW,0.01244,
geolonia__embed-5.0.0,LOW,0.02202,
geomatico__maplibre-cog-protocol-0.8.0,MEDIUM,0.06591,
gerador-validador-cpf-6.3.0,LOW,0.05077,
gerhobbelt__ast-types-0.13.2-30,MEDIUM,0.05167,
get-file-object-from-local-path-1.0.2,LOW,0.01385,
get-intrinsic-1.3.0,LOW,0.04572,
getpassage__react-js-0.1.3,MEDIUM,0.18807,
getvolume__volume-js-1.1.3,LOW,2e-05,
ggedde__spry-js-1.1.5,LOW,0.02501,
gherkin-ast-3.4.2,LOW,0.05077,
ghini__kit-25.11.14104220,MEDIUM,0.10604,
gifenc-1.0.3,MEDIUM,0.05107,
gifuct-js-2.1.2,MEDIUM,0.08672,
gip-recia__js-tree-0.0.18,MEDIUM,0.14602,
giphy__js-types-5.1.0,LOW,0.05077,
giphy__js-util-5.2.0,LOW,0.05077,
girdle-0.3.8,LOW,0.00672,
giro3d__giro3d-0.43.7,LOW,0.00319,
gis-sino-1.0.8,LOW,0.00747,
gisce__commitlint-rules-1.0.6,LOW,0.01385,
git-api-js-1.5.6,LOW,0.0,
git-node-fs-1.0.0,LOW,0.05077,
git-revision-webpack-plugin-5.0.0,LOW,0.0,
git-sha1-0.1.2,LOW,0.05077,
git-sync-js-2.3.0,LOW,0.02325,
gitana-1.0.330,LOW,0.0,
gitea-js-1.23.0,LOW,0.0,
giteeteam__proxima-sdk-js-0.7.1,LOW,0.05077,
giti-1.1.7,LOW,0.05062,
gitsee-1.0.15,LOW,0.04817,
give-me-0.1.0,LOW,0.05077,
gjv__eslint-config-0.7.2,LOW,0.0,
gkz__ast-types-0.14.4,MEDIUM,0.05128,
gladysassistant__gladys-gateway-js-4.19.1,LOW,0.05077,
gladysproject__gladys-gateway-js-1.0.9,LOW,0.05077,
glide-0.2.0,LOW,0.01385,
glob-preload-key-requests-webpack-plugin-0.1.2,LOW,0.01385,
global-input-message-2.1.8,MEDIUM,0.15411,
globalfishingwatch__react-hooks-17.0.9,LOW,0.00915,
globalworldwide__grpc-resolvers-0.9.0,LOW,0.05077,
glodon-aiot__agent-cli-sdk-3.6.2,MEDIUM,0.09403,
glodon-aiot__bot-client-sdk-3.6.2,MEDIUM,0.08728,
glokon__guacamole-common-js-1.6.0,MEDIUM,0.19968,
glsl-transpiler-3.0.3,LOW,0.04806,
gltf-validator-2.0.0-dev.3.10,LOW,0.01413,
glue42__workspaces-ui-core-1.21.1,MEDIUM,0.05196,
gluestack-ui__tabs-0.1.24,LOW,0.01244,
gluwa__eslint-config-js-1.0.2,LOW,0.05077,
gluwa__eslint-config-js-react-1.0.2,LOW,0.05077,
gluwa__gluwa-js-1.1.3,LOW,0.0447,
gm-common__tool-2.14.18-alpha.2,LOW,0.0506,
gnolang__gno-js-client-1.4.5,LOW,5e-05,
gnolang__tm2-js-client-1.3.3,LOW,0.0,
gnosis.pm__dex-js-0.14.0,LOW,0.01611,
go-avro__avro-js-0.0.2-beta.101,LOW,0.03862,
go-jsbox-metrics-helper-0.2.0,LOW,0.05077,
go.saffe__go-saffe-react-js-1.3.0,LOW,0.01124,
goerwin-helpers-1.0.4,LOW,0.04416,
gomomento__sdk-core-1.116.0,MEDIUM,0.08063,
goober-2.1.18,LOW,0.04931,
goodnotes-oss__cdk-datadog-resources-0.0.332,MEDIUM,0.07253,
google-drive-js-1.1.0,LOW,0.0,
google-search-results-nodejs-2.1.0,LOW,1e-05,
google__adk-0.1.3,MEDIUM,0.07943,
googlemaps__jest-mocks-2.22.6,LOW,0.00145,
googlemaps__js-api-loader-2.0.2,LOW,0.00879,
googlemaps__map-loader-0.2.0,LOW,0.01595,
googlemaps__markerwithlabel-2.0.28,LOW,0.0087,
googlemaps__three-4.0.13,LOW,0.03892,
goongmaps__goong-map-react-1.1.2,MEDIUM,0.05132,
gost89-0.1.11,LOW,0.05077,
gotenberg-js-client-0.7.4,LOW,0.00869,
gotify-1.1.0,LOW,0.00794,
govuk-pay__pay-js-commons-7.0.30,LOW,0.01995,
gowiny__js-utils-1.0.7,LOW,0.04039,
gqlx-js-0.3.0,MEDIUM,0.07237,
gradient-js__core-1.1.4,MEDIUM,0.14602,
gradient-js__css-1.2.3,MEDIUM,0.14602,
gradient-js__svg-1.1.4,MEDIUM,0.14593,
gradle-to-js-2.0.1,LOW,0.05077,
grainjs-1.0.2,MEDIUM,0.14482,
granim-2.0.0,MEDIUM,0.16368,
grapecity__wijmo-5.20252.42,LOW,0.0,
grapecity__wijmo.all-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.all-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.base-5.20252.42,LOW,0.04298,
grapecity__wijmo.angular.chart-5.20252.42,LOW,0.01383,
grapecity__wijmo.angular.chart.analytics-5.20252.42,LOW,0.01377,
grapecity__wijmo.angular.chart.animation-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.chart.annotation-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.chart.finance-5.20252.42,LOW,0.01383,
grapecity__wijmo.angular.chart.finance.analytics-5.20252.42,LOW,0.04157,
grapecity__wijmo.angular.chart.hierarchical-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.chart.interaction-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.chart.radar-5.20252.42,LOW,0.01383,
grapecity__wijmo.angular.core-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.gauge-5.20252.42,LOW,0.01382,
grapecity__wijmo.angular.grid-5.20252.42,LOW,0.0385,
grapecity__wijmo.angular.grid.detail-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.grid.filter-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.grid.grouppanel-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.grid.multirow-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.grid.sheet-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.input-5.20252.42,LOW,0.04262,
grapecity__wijmo.angular.nav-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.olap-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular.viewer-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.all-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.barcode.common-5.20252.42,LOW,0.04359,
grapecity__wijmo.angular2.barcode.composite-5.20252.42,LOW,0.043,
grapecity__wijmo.angular2.barcode.specialized-5.20252.42,LOW,0.04359,
grapecity__wijmo.angular2.chart-5.20252.42,LOW,0.04299,
grapecity__wijmo.angular2.chart.analytics-5.20252.42,LOW,0.04299,
grapecity__wijmo.angular2.chart.animation-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.chart.annotation-5.20252.42,LOW,0.04299,
grapecity__wijmo.angular2.chart.finance-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.chart.finance.analytics-5.20252.42,LOW,0.043,
grapecity__wijmo.angular2.chart.hierarchical-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.chart.interaction-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.chart.map-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.chart.radar-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.core-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.directivebase-5.20252.42,LOW,0.04345,
grapecity__wijmo.angular2.gauge-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.grid-5.20252.42,LOW,0.04299,
grapecity__wijmo.angular2.grid.detail-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.grid.filter-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.grid.grouppanel-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.grid.multirow-5.20252.42,LOW,0.04299,
grapecity__wijmo.angular2.grid.search-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.grid.sheet-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.grid.transposed-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.grid.transposedmultirow-5.20252.42,LOW,0.01385,
grapecity__wijmo.angular2.input-5.20252.42,LOW,0.04355,
grapecity__wijmo.angular2.nav-5.20252.42,LOW,0.04299,
grapecity__wijmo.angular2.olap-5.20252.42,LOW,0.04299,
grapecity__wijmo.angular2.viewer-5.20252.42,LOW,0.01385,
grapecity__wijmo.barcode-5.20252.42,LOW,0.04166,
grapecity__wijmo.barcode.common-5.20252.42,LOW,0.04311,
grapecity__wijmo.barcode.composite-5.20252.42,LOW,0.02001,
grapecity__wijmo.barcode.specialized-5.20252.42,LOW,0.02019,
grapecity__wijmo.chart-5.20252.42,LOW,0.01345,
grapecity__wijmo.chart.analytics-5.20252.42,LOW,0.043,
grapecity__wijmo.chart.animation-5.20252.42,LOW,0.04299,
grapecity__wijmo.chart.annotation-5.20252.42,LOW,0.04298,
grapecity__wijmo.chart.finance-5.20252.42,LOW,0.04299,
grapecity__wijmo.chart.finance.analytics-5.20252.42,LOW,0.04299,
grapecity__wijmo.chart.hierarchical-5.20252.42,LOW,0.04299,
grapecity__wijmo.chart.interaction-5.20252.42,LOW,0.04299,
grapecity__wijmo.chart.map-5.20252.42,LOW,0.04183,
grapecity__wijmo.chart.radar-5.20252.42,LOW,0.04298,
grapecity__wijmo.chart.render-5.20252.42,LOW,0.04297,
grapecity__wijmo.chart.webgl-5.20252.42,LOW,0.04279,
grapecity__wijmo.cloud-5.20252.42,MEDIUM,0.0658,
grapecity__wijmo.cultures-5.20252.42,LOW,0.04063,
grapecity__wijmo.gauge-5.20252.42,LOW,0.04281,
grapecity__wijmo.grid-5.20252.42,LOW,0.02011,
grapecity__wijmo.grid.cellmaker-5.20252.42,LOW,0.01384,
grapecity__wijmo.grid.detail-5.20252.42,LOW,0.04297,
grapecity__wijmo.grid.filter-5.20252.42,LOW,0.043,
grapecity__wijmo.grid.grouppanel-5.20252.42,LOW,0.04298,
grapecity__wijmo.grid.immutable-5.20252.42,LOW,0.01383,
grapecity__wijmo.grid.multirow-5.20252.42,LOW,0.04299,
grapecity__wijmo.grid.pdf-5.20252.42,LOW,0.043,
grapecity__wijmo.grid.search-5.20252.42,LOW,0.01385,
grapecity__wijmo.grid.selector-5.20252.42,LOW,0.04297,
grapecity__wijmo.grid.sheet-5.20252.42,LOW,0.02011,
grapecity__wijmo.grid.style-5.20252.42,LOW,0.01385,
grapecity__wijmo.grid.transposed-5.20252.42,LOW,0.04298,
grapecity__wijmo.grid.transposedmultirow-5.20252.42,LOW,0.04298,
grapecity__wijmo.grid.xlsx-5.20252.42,LOW,0.04299,
grapecity__wijmo.input-5.20252.42,LOW,0.02081,
grapecity__wijmo.interop.grid-5.20252.42,LOW,0.04298,
grapecity__wijmo.knockout.all-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.base-5.20252.42,LOW,0.04294,
grapecity__wijmo.knockout.chart-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.chart.analytics-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.chart.animation-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.chart.annotation-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.chart.finance-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.chart.finance.analytics-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.chart.interaction-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.core-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.gauge-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.grid-5.20252.42,LOW,0.01383,
grapecity__wijmo.knockout.grid.filter-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.grid.grouppanel-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.grid.multirow-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.grid.sheet-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.input-5.20252.42,LOW,0.04298,
grapecity__wijmo.knockout.nav-5.20252.42,LOW,0.01385,
grapecity__wijmo.knockout.olap-5.20252.42,LOW,0.01385,
grapecity__wijmo.meta-5.20252.42,LOW,0.04334,
grapecity__wijmo.nav-5.20252.42,LOW,0.04297,
grapecity__wijmo.odata-5.20252.42,LOW,0.045,
grapecity__wijmo.olap-5.20252.42,LOW,0.01928,
grapecity__wijmo.pdf-5.20252.42,LOW,0.01466,
grapecity__wijmo.pdf.security-5.20252.42,LOW,0.04272,
grapecity__wijmo.purejs.all-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.all-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.barcode.base-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.barcode.common-5.20252.42,LOW,0.01396,
grapecity__wijmo.react.barcode.composite-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.barcode.specialized-5.20252.42,LOW,0.01396,
grapecity__wijmo.react.base-5.20252.42,LOW,0.04297,
grapecity__wijmo.react.chart-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.chart.analytics-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.chart.animation-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.chart.annotation-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.chart.finance-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.chart.finance.analytics-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.chart.hierarchical-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.chart.interaction-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.chart.map-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.chart.radar-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.gauge-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.grid-5.20252.42,LOW,0.04298,
grapecity__wijmo.react.grid.detail-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.grid.filter-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.grid.grouppanel-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.grid.immutable-5.20252.42,LOW,0.01382,
grapecity__wijmo.react.grid.multirow-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.grid.search-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.grid.sheet-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.grid.transposed-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.grid.transposedmultirow-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.input-5.20252.42,LOW,0.04298,
grapecity__wijmo.react.nav-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.olap-5.20252.42,LOW,0.01385,
grapecity__wijmo.react.viewer-5.20252.42,LOW,0.01385,
grapecity__wijmo.rest-5.20252.42,LOW,0.04296,
grapecity__wijmo.styles-5.20252.42,LOW,0.01385,
grapecity__wijmo.touch-5.20252.42,LOW,0.01383,
grapecity__wijmo.undo-5.20252.42,LOW,0.04299,
grapecity__wijmo.viewer-5.20252.42,LOW,0.01996,
grapecity__wijmo.vue2.all-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.barcode.common-5.20252.42,LOW,0.01396,
grapecity__wijmo.vue2.barcode.composite-5.20252.42,LOW,0.04297,
grapecity__wijmo.vue2.barcode.specialized-5.20252.42,LOW,0.01396,
grapecity__wijmo.vue2.base-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.chart-5.20252.42,LOW,0.04297,
grapecity__wijmo.vue2.chart.analytics-5.20252.42,LOW,0.04297,
grapecity__wijmo.vue2.chart.animation-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.chart.annotation-5.20252.42,LOW,0.04297,
grapecity__wijmo.vue2.chart.finance-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.chart.finance.analytics-5.20252.42,LOW,0.04298,
grapecity__wijmo.vue2.chart.hierarchical-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.chart.interaction-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.chart.map-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.chart.radar-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.core-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.gauge-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.grid-5.20252.42,LOW,0.04297,
grapecity__wijmo.vue2.grid.detail-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.grid.filter-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.grid.grouppanel-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.grid.multirow-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.grid.search-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.grid.sheet-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.grid.transposed-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.grid.transposedmultirow-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.input-5.20252.42,LOW,0.04299,
grapecity__wijmo.vue2.nav-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.olap-5.20252.42,LOW,0.01385,
grapecity__wijmo.vue2.viewer-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.all-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.barcode.common-5.20252.42,LOW,0.04297,
grapecity__wijmo.webcomponents.barcode.composite-5.20252.42,LOW,0.04297,
grapecity__wijmo.webcomponents.barcode.specialized-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.base-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.chart-5.20252.42,LOW,0.04297,
grapecity__wijmo.webcomponents.chart.analytics-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.chart.animation-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.chart.finance-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.chart.finance.analytics-5.20252.42,LOW,0.04297,
grapecity__wijmo.webcomponents.chart.hierarchical-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.chart.interaction-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.chart.map-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.chart.radar-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.gauge-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.grid-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.grid.filter-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.grid.grouppanel-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.grid.multirow-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.grid.search-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.grid.sheet-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.grid.transposed-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.grid.transposedmultirow-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.input-5.20252.42,LOW,0.04298,
grapecity__wijmo.webcomponents.nav-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.olap-5.20252.42,LOW,0.01385,
grapecity__wijmo.webcomponents.viewer-5.20252.42,LOW,0.01385,
grapecity__wijmo.xlsx-5.20252.42,LOW,0.01449,
graph-js-0.2.0,LOW,0.05077,
graphand-js-0.30.16-beta,HIGH,0.30337,
graphemesplit-2.6.0,LOW,0.0,
graphitation__graphql-js-operation-payload-generator-0.13.0,MEDIUM,0.05104,
graphitation__graphql-js-tag-0.10.0,LOW,0.05077,
graphql-binding-2.5.2,LOW,0.05077,
graphql-disable-introspection-1.2.0,LOW,0.05077,
graphql-jit-0.8.7,MEDIUM,0.05207,
graphql-joda-types-2.2.45,LOW,0.05077,
graphql-relay-0.10.2,LOW,0.00019,
graphql-tag-ts-0.1.16,LOW,0.01385,
graphql-union-input-type-0.4.0,LOW,0.05077,
graphqurl-2.0.0,LOW,0.0,
grapoi-1.1.3,LOW,0.0461,
green-api__whatsapp-api-client-js-v2-1.0.2,LOW,0.01296,
grid-util-js-1.1.0,LOW,0.0,
gridify-client-2.1.0,LOW,0.05077,
gridstack-12.3.3,MEDIUM,0.14999,
griffel__core-1.19.2,LOW,0.01186,
griffel__react-1.5.32,LOW,0.01359,
griffel__shadow-dom-0.2.10,LOW,0.01385,
griffel__tag-processor-1.0.14,LOW,0.01375,
groq-js-1.21.0,MEDIUM,0.05262,
grpc-js-consul-1.3.1,LOW,0.0109,
grpc-js-health-check-1.2.2,LOW,0.05077,
grpc-reflection-js-0.3.0,LOW,0.00019,
grpc__grpc-js-1.14.1,LOW,0.0,
grpc__grpc-js-xds-1.14.0,LOW,0.03282,
grpc_tools_node_protoc_ts-5.3.3,LOW,0.04245,
grunt-assets-inline-1.2.4,LOW,0.0,
grunt-css-to-js-0.1.9,LOW,0.01449,
grunt-extract-sourcemap-0.1.19,LOW,0.05077,
grunt-import-js-0.1.4,LOW,2e-05,
grunt-node-optimize-1.2.1,LOW,0.05077,
grunt-nuget-0.3.1,MEDIUM,0.05125,
grunt-optimize-js-0.6.0,LOW,0.05077,
grunt-polyfill-builder-1.0.2,LOW,0.01385,
grunt-swagger-js-codegen-0.4.6,LOW,0.05077,
grunt-war-0.5.1,LOW,0.00358,
grunt-yamllint-0.3.0,LOW,0.05077,
gson-conform-1.0.3,LOW,0.05077,
gulp-beautify-3.0.0,LOW,0.05077,
gulp-beautify-code-2.0.4,LOW,0.05077,
gulp-crypto-js-1.0.0,LOW,0.05077,
gulp-format-html-3.2.0,LOW,0.05077,
gulp-inline-source-4.0.0,LOW,0.05077,
gulp-js-import-1.0.6,LOW,0.05077,
gulp-js-import-file-1.0.11,LOW,0.05077,
gulp-js-minify-0.0.3,LOW,0.0,
gulp-js-obfuscator-1.0.0,LOW,0.01385,
gulp-js-text-inject-1.1.1,LOW,0.05077,
gulp-js-wrapper-0.0.3,LOW,0.05077,
gulp-jsbeautifier-3.0.1,LOW,0.05077,
gulp-jsmin-0.1.5,LOW,0.05077,
gulp-minifier-3.5.0,LOW,0.05077,
gulp-minify-3.1.0,LOW,0.05077,
gulp-minify-inline-1.1.0,LOW,0.05077,
gulp-ng-templates-1.0.2,LOW,0.05077,
gulp-optimize-js-1.1.0,LOW,0.05077,
gulp-terser-js-5.2.2,LOW,0.05077,
gulp-txtjs-0.0.4,LOW,0.05077,
gulp-uglify-js-0.0.4,LOW,0.05077,
gulp-version-number-0.2.4,LOW,0.04793,
gw-gis-standard-global-vue3-1.1.32,LOW,0.05077,
gyp-parser-1.0.4,LOW,0.05077,
gzip-0.1.0,LOW,0.05077,
h3-js-4.3.0,MEDIUM,0.0578,
hackthenorth__hackerapi-js-3.0.12,LOW,0.00428,
halpz__fetch-1.4.5,MEDIUM,0.12105,
hamibot-lib-1.2.12,LOW,0.05077,
hanzenkaku-1.0.1,LOW,0.02153,
hapi-socket.io-1.0.5,LOW,0.05077,
hardened-js-0.2.0,LOW,0.04487,
harelpls__use-pusher-7.2.1,MEDIUM,0.15487,
harmoniclabs__crypto-0.3.0,LOW,0.04349,
harmoniclabs__obj-utils-1.0.0,LOW,0.04927,
has-bigints-1.1.0,LOW,0.05077,
has-named-captures-1.0.0,LOW,0.05077,
has-strict-mode-1.1.0,LOW,0.05077,
has-symbols-1.1.0,LOW,0.0297,
has-tostringtag-1.0.2,LOW,0.05077,
has-typed-arrays-1.1.0,LOW,0.05077,
hashnode__api-client-0.0.8-37,LOW,0.03498,
hasura-metadata-types-2.43.0,LOW,0.02907,
hatchfi__sdk-js-0.0.45,HIGH,0.25235,
haventec__authenticate-client-js-2.1.0,LOW,0.02596,
haventec__common-js-0.2.7,LOW,0.02841,
hazae41__base16-2.0.2,LOW,0.05077,
hazae41__base64-2.0.2,LOW,0.0,
hazae41__chacha20poly1305-2.0.1,LOW,0.01244,
hazae41__keccak256-1.0.12,LOW,0.01244,
hazae41__secp256k1-1.0.4,LOW,0.01244,
hcaptcha__loader-2.2.0,MEDIUM,0.12151,
hdr-histogram-js-3.0.1,MEDIUM,0.14219,
hdr-histogram-percentiles-obj-3.0.0,LOW,0.05077,
hds-js-4.8.1,LOW,0.05055,
headbreaker-3.0.0,LOW,0.00156,
headless-pagination-0.1.3,LOW,0.05077,
headwayapp__react-widget-0.0.4,LOW,0.01891,
heap-js-2.7.1,LOW,0.05077,
heliodore__components-1.0.21,LOW,0.05077,
helios-opentelemetry-sdk-1.0.91,MEDIUM,0.10729,
helium__proto-2.2.0,MEDIUM,0.05189,
helloblock-js-0.2.5,LOW,0.0,
hellocoop__definitions-1.0.11,LOW,0.00887,
helper-js-3.1.6,MEDIUM,0.14467,
hetznercloud__ngx-translate-mock-1.1.0,LOW,0.01385,
hex-encoding-2.0.3,LOW,0.05077,
hexo-all-minifier-0.5.7,LOW,0.05077,
hexo-minify-1.8.1,LOW,0.05077,
hexo-neat-1.0.9,LOW,0.00156,
hextechjs-1.1.16,MEDIUM,0.09425,
hey-utils-1.0.2,LOW,0.05087,
hiero-did-sdk__cache-0.1.7,LOW,0.05077,
hiero-did-sdk__crypto-0.1.7,LOW,0.05077,
hig-vanilla-0.1.27,LOW,0.02264,
highlight-search-term-1.0.3,LOW,0.05077,
himenon__git-control-js-0.6.1,LOW,0.00031,
