PACKAGE_NAME,Risk,Forced Risk High (Preinstall),PROB_MALICIOUS,FEATURE_1,FEATURE_2,FEATURE_3,FEATURE_4,FEATURE_5,FEATURE_6,FEATURE_7,FEATURE_8,FEATURE_9,FEATURE_10
mongosh__shell-api-3.26.2,MEDIUM,No,0.08572,E2_ext_ge_100000; lin=0.51130; quad=-1.44539; raw=-0.93408; share=23.60%; severity=2.02% (=share*prob),E2_ext_ge_10000; lin=0.98370; quad=-0.32779; raw=0.65591; share=16.57%; severity=1.42% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=4.75%; severity=0.41% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=4.00%; severity=0.34% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=3.98%; severity=0.34% (=share*prob),C2_total_hits; lin=0.13858; quad=0.01370; raw=0.15227; share=3.85%; severity=0.33% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.07%; severity=0.18% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.07%; severity=0.18% (=share*prob),C2_cloud_auth; lin=0.11698; quad=-0.03640; raw=0.08058; share=2.04%; severity=0.17% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=1.90%; severity=0.16% (=share*prob)
moralisweb3__aptos-api-2.27.2,LOW,No,0.00323,C1_domain_url_hits_density; lin=-0.21705; quad=-0.73151; raw=-0.94855; share=17.04%; severity=0.06% (=share*prob),C1_valid_url_hits_density; lin=-0.21470; quad=-0.71858; raw=-0.93329; share=16.76%; severity=0.05% (=share*prob),C1_raw_url_hits_density; lin=-0.22926; quad=-0.64205; raw=-0.87131; share=15.65%; severity=0.05% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=9.09%; severity=0.03% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=3.37%; severity=0.01% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=2.84%; severity=0.01% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=2.83%; severity=0.01% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=2.71%; severity=0.01% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.47%; severity=0.00% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.47%; severity=0.00% (=share*prob)
moralisweb3__sol-api-2.27.2,LOW,No,0.0,C3_net_fetch_density; lin=-8.41108; quad=-378.65935; raw=-387.07043; share=99.21%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=0.13%; severity=0.00% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=0.05%; severity=0.00% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=0.04%; severity=0.00% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=0.04%; severity=0.00% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=0.04%; severity=0.00% (=share*prob),C1_domain_url_hits_density; lin=-0.05675; quad=-0.05001; raw=-0.10676; share=0.03%; severity=0.00% (=share*prob),C1_valid_url_hits_density; lin=-0.05605; quad=-0.04898; raw=-0.10503; share=0.03%; severity=0.00% (=share*prob),C1_raw_url_hits_density; lin=-0.05786; quad=-0.04089; raw=-0.09875; share=0.03%; severity=0.00% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=0.02%; severity=0.00% (=share*prob)
msw-2.12.3,LOW,No,0.0,C3_net_websocket; lin=23.25100; quad=-108.25492; raw=-85.00392; share=90.51%; severity=0.00% (=share*prob),F1_hook_postinstall; lin=1.05357; quad=3.40197; raw=4.45553; share=4.74%; severity=0.00% (=share*prob),E2_ext_ge_100000; lin=0.51130; quad=-1.44539; raw=-0.93408; share=0.99%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=0.98370; quad=-0.32779; raw=0.65591; share=0.70%; severity=0.00% (=share*prob),C1_LOCALHOST; lin=-0.05007; quad=-0.52169; raw=-0.57176; share=0.61%; severity=0.00% (=share*prob),C1_skipped_invalid_urls_density; lin=-0.09339; quad=-0.13116; raw=-0.22455; share=0.24%; severity=0.00% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=0.20%; severity=0.00% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=0.17%; severity=0.00% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=0.17%; severity=0.00% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=0.09%; severity=0.00% (=share*prob)
murmurhash-js-1.0.0,LOW,No,0.0,C1_DEV_HOST_density; lin=-0.25563; quad=-6.99907; raw=-7.25470; share=33.90%; severity=0.00% (=share*prob),C1_CLOUD_PROVIDER_density; lin=4.80785; quad=-9.88902; raw=-5.08117; share=23.74%; severity=0.00% (=share*prob),C1_domain_url_hits_density; lin=-0.34278; quad=-1.82445; raw=-2.16723; share=10.13%; severity=0.00% (=share*prob),C1_valid_url_hits_density; lin=-0.33914; quad=-1.79291; raw=-2.13205; share=9.96%; severity=0.00% (=share*prob),C1_raw_url_hits_density; lin=-0.36370; quad=-1.61585; raw=-1.97955; share=9.25%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=2.37%; severity=0.00% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=0.88%; severity=0.00% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=0.74%; severity=0.00% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=0.74%; severity=0.00% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=0.70%; severity=0.00% (=share*prob)
myrtex-lib-1.5.69,LOW,No,0.04296,F1_scripts_block; lin=0.31646; quad=-1.84179; raw=-1.52533; share=35.04%; severity=1.51% (=share*prob),E2_ext_ge_10000; lin=0.98370; quad=-0.32779; raw=0.65591; share=15.07%; severity=0.65% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=3.64%; severity=0.16% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=3.62%; severity=0.16% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=3.46%; severity=0.15% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.88%; severity=0.08% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.88%; severity=0.08% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=1.73%; severity=0.07% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=1.70%; severity=0.07% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=1.63%; severity=0.07% (=share*prob)
n8n-nodes-evolution-api-1.0.4,HIGH,Yes (F1_hook_preinstall),0.04722,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=18.46%; severity=0.87% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.85%; severity=0.32% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.74%; severity=0.27% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.49%; severity=0.26% (=share*prob),C3_net_generic_request; lin=-0.12799; quad=-0.00219; raw=-0.13018; share=4.75%; severity=0.22% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.99%; severity=0.14% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.99%; severity=0.14% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.75%; severity=0.13% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=2.59%; severity=0.12% (=share*prob),C1_API_WEBHOOK_SITE; lin=-0.06509; quad=-0.00268; raw=-0.06777; share=2.47%; severity=0.12% (=share*prob)
naiheyoung__color-1.0.9,LOW,No,0.05087,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=17.68%; severity=0.90% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.56%; severity=0.33% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.53%; severity=0.28% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.50%; severity=0.28% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.26%; severity=0.27% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.86%; severity=0.15% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.86%; severity=0.15% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.63%; severity=0.13% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.59%; severity=0.13% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=2.48%; severity=0.13% (=share*prob)
nanoajax-0.4.3,LOW,No,0.00721,C1_skipped_invalid_urls_density; lin=-0.26531; quad=-1.05848; raw=-1.32379; share=27.99%; severity=0.20% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=10.71%; severity=0.08% (=share*prob),C1_raw_url_hits_density; lin=-0.09664; quad=-0.11407; raw=-0.21071; share=4.45%; severity=0.03% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=3.97%; severity=0.03% (=share*prob),C1_DEV_HOST_density; lin=-0.03531; quad=-0.13353; raw=-0.16884; share=3.57%; severity=0.03% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=3.35%; severity=0.02% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=3.33%; severity=0.02% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=3.18%; severity=0.02% (=share*prob),C1_domain_url_hits_density; lin=-0.06013; quad=-0.05614; raw=-0.11628; share=2.46%; severity=0.02% (=share*prob),C1_valid_url_hits_density; lin=-0.05940; quad=-0.05500; raw=-0.11440; share=2.42%; severity=0.02% (=share*prob)
nanogiants__nestjs-swagger-api-exception-decorator-1.7.2,LOW,No,0.01244,F1_hook_prepare; lin=0.55733; quad=-2.06779; raw=-1.51046; share=35.03%; severity=0.44% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=11.74%; severity=0.15% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=4.36%; severity=0.05% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=3.67%; severity=0.05% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=3.65%; severity=0.05% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=3.49%; severity=0.04% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.90%; severity=0.02% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.90%; severity=0.02% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=1.75%; severity=0.02% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=1.72%; severity=0.02% (=share*prob)
near-api-js-6.5.1,LOW,No,0.04791,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=17.91%; severity=0.86% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.65%; severity=0.32% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.60%; severity=0.27% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.57%; severity=0.27% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.33%; severity=0.26% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.90%; severity=0.14% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.90%; severity=0.14% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.67%; severity=0.13% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.62%; severity=0.13% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=2.51%; severity=0.12% (=share*prob)
neondatabase__api-client-2.2.0,LOW,No,0.02162,C3_net_generic_request_density; lin=-0.22779; quad=-1.68443; raw=-1.91222; share=27.05%; severity=0.58% (=share*prob),C3_net_generic_request; lin=2.49415; quad=-0.83232; raw=1.66183; share=23.50%; severity=0.51% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=7.16%; severity=0.15% (=share*prob),C1_domain_url_hits_density; lin=-0.10590; quad=-0.17413; raw=-0.28002; share=3.96%; severity=0.09% (=share*prob),C1_valid_url_hits_density; lin=-0.10469; quad=-0.17086; raw=-0.27556; share=3.90%; severity=0.08% (=share*prob),C1_raw_url_hits_density; lin=-0.11041; quad=-0.14891; raw=-0.25932; share=3.67%; severity=0.08% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=2.66%; severity=0.06% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=2.23%; severity=0.05% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=2.13%; severity=0.05% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.16%; severity=0.03% (=share*prob)
netlify__api-14.0.11,LOW,No,0.02664,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=15.00%; severity=0.40% (=share*prob),C3_net_fetch_density; lin=-0.19940; quad=-0.21281; raw=-0.41221; share=12.21%; severity=0.33% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=5.56%; severity=0.15% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=4.69%; severity=0.12% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=4.66%; severity=0.12% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=4.46%; severity=0.12% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.42%; severity=0.06% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.42%; severity=0.06% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.23%; severity=0.06% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.20%; severity=0.06% (=share*prob)
netlify__open-api-2.44.0,LOW,No,0.00423,C1_domain_url_hits_density; lin=-0.20453; quad=-0.64954; raw=-0.85406; share=16.13%; severity=0.07% (=share*prob),C1_valid_url_hits_density; lin=-0.20231; quad=-0.63802; raw=-0.84033; share=15.87%; severity=0.07% (=share*prob),C1_raw_url_hits_density; lin=-0.21587; quad=-0.56925; raw=-0.78512; share=14.83%; severity=0.06% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=9.56%; severity=0.04% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=3.55%; severity=0.02% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=2.99%; severity=0.01% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=2.97%; severity=0.01% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=2.84%; severity=0.01% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.55%; severity=0.01% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.55%; severity=0.01% (=share*prob)
netlify__serverless-functions-api-2.7.2,LOW,No,0.01424,F1_hook_prepare; lin=0.55733; quad=-2.06779; raw=-1.51046; share=27.39%; severity=0.39% (=share*prob),E2_ext_ge_100000; lin=0.51130; quad=-1.44539; raw=-0.93408; share=16.94%; severity=0.24% (=share*prob),E2_ext_ge_10000; lin=0.98370; quad=-0.32779; raw=0.65591; share=11.90%; severity=0.17% (=share*prob),A2_decode_variable; lin=-0.23571; quad=0.00100; raw=-0.23471; share=4.26%; severity=0.06% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=3.41%; severity=0.05% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=2.86%; severity=0.04% (=share*prob),A2_decode_variable_density; lin=-0.07827; quad=-0.03528; raw=-0.11356; share=2.06%; severity=0.03% (=share*prob),A3_LOG_OR_MESSAGE; lin=0.08648; quad=0.02608; raw=0.11255; share=2.04%; severity=0.03% (=share*prob),C3_net_generic_request; lin=-0.10096; quad=-0.00136; raw=-0.10232; share=1.86%; severity=0.03% (=share*prob),A3_LOG_OR_MESSAGE_density; lin=-0.02088; quad=-0.06893; raw=-0.08981; share=1.63%; severity=0.02% (=share*prob)
node-addon-api-8.5.0,LOW,No,0.05077,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=17.67%; severity=0.90% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.56%; severity=0.33% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.52%; severity=0.28% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.49%; severity=0.28% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.26%; severity=0.27% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.86%; severity=0.15% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.86%; severity=0.15% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.63%; severity=0.13% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.59%; severity=0.13% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=2.48%; severity=0.13% (=share*prob)
node-api-headers-1.6.0,LOW,No,0.05077,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=17.67%; severity=0.90% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.56%; severity=0.33% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.52%; severity=0.28% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.49%; severity=0.28% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.26%; severity=0.27% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.86%; severity=0.15% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.86%; severity=0.15% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.63%; severity=0.13% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.59%; severity=0.13% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=2.48%; severity=0.13% (=share*prob)
node-api-version-0.2.1,LOW,No,0.00848,C1_domain_url_hits_density; lin=-0.16911; quad=-0.44409; raw=-0.61320; share=13.34%; severity=0.11% (=share*prob),C1_valid_url_hits_density; lin=-0.16726; quad=-0.43612; raw=-0.60338; share=13.13%; severity=0.11% (=share*prob),C1_raw_url_hits_density; lin=-0.17801; quad=-0.38707; raw=-0.56507; share=12.29%; severity=0.10% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=11.02%; severity=0.09% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=4.09%; severity=0.03% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=3.44%; severity=0.03% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=3.43%; severity=0.03% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=3.28%; severity=0.03% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.78%; severity=0.02% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.78%; severity=0.02% (=share*prob)
node-docker-api-1.1.22,MEDIUM,No,0.1027,E2_ext_ge_10000; lin=0.98370; quad=-0.32779; raw=0.65591; share=19.61%; severity=2.01% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=5.62%; severity=0.58% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=4.73%; severity=0.49% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=4.71%; severity=0.48% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=4.50%; severity=0.46% (=share*prob),C1_domain_url_hits_density; lin=-0.06513; quad=-0.06588; raw=-0.13101; share=3.92%; severity=0.40% (=share*prob),C1_valid_url_hits_density; lin=-0.06435; quad=-0.06455; raw=-0.12891; share=3.85%; severity=0.40% (=share*prob),C1_raw_url_hits_density; lin=-0.06682; quad=-0.05455; raw=-0.12137; share=3.63%; severity=0.37% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.45%; severity=0.25% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.45%; severity=0.25% (=share*prob)
node-fetch-3.3.2,LOW,No,0.00766,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=10.94%; severity=0.08% (=share*prob),C1_domain_url_hits_density; lin=-0.14180; quad=-0.31221; raw=-0.45401; share=9.81%; severity=0.08% (=share*prob),C1_valid_url_hits_density; lin=-0.14023; quad=-0.30652; raw=-0.44675; share=9.65%; severity=0.07% (=share*prob),C1_raw_url_hits_density; lin=-0.14880; quad=-0.27046; raw=-0.41926; share=9.06%; severity=0.07% (=share*prob),C3_net_fetch_density; lin=-0.17909; quad=-0.17168; raw=-0.35077; share=7.58%; severity=0.06% (=share*prob),C1_DEV_HOST_density; lin=-0.04447; quad=-0.21182; raw=-0.25630; share=5.54%; severity=0.04% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=4.06%; severity=0.03% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=3.40%; severity=0.03% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=3.25%; severity=0.02% (=share*prob),C3_net_generic_request; lin=-0.12799; quad=-0.00219; raw=-0.13018; share=2.81%; severity=0.02% (=share*prob)
node-key-sender-1.0.11,LOW,No,0.05077,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=17.67%; severity=0.90% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.56%; severity=0.33% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.52%; severity=0.28% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.49%; severity=0.28% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.26%; severity=0.27% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.86%; severity=0.15% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.86%; severity=0.15% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.63%; severity=0.13% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.59%; severity=0.13% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=2.48%; severity=0.13% (=share*prob)
node-parse-api-0.3.8,LOW,No,0.00012,A3_SECRETS_density; lin=0.43342; quad=-5.14877; raw=-4.71536; share=50.51%; severity=0.01% (=share*prob),C3_net_node_http_module_density; lin=-0.23791; quad=-1.32887; raw=-1.56679; share=16.78%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=5.42%; severity=0.00% (=share*prob),C3_net_node_http_module; lin=0.20977; quad=-0.00078; raw=0.20899; share=2.24%; severity=0.00% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=2.01%; severity=0.00% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=1.69%; severity=0.00% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=1.61%; severity=0.00% (=share*prob),C3_net_generic_request; lin=-0.12799; quad=-0.00219; raw=-0.13018; share=1.39%; severity=0.00% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=0.88%; severity=0.00% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=0.88%; severity=0.00% (=share*prob)
