PACKAGE_NAME,Risk,Forced Risk High (Preinstall),PROB_MALICIOUS,FEATURE_1,FEATURE_2,FEATURE_3,FEATURE_4,FEATURE_5,FEATURE_6,FEATURE_7,FEATURE_8,FEATURE_9,FEATURE_10
cordova-serve-4.0.1,LOW,No,0.0,A1_command_variable; lin=0.54836; quad=-36.75484; raw=-36.20648; share=39.85%; severity=0.00% (=share*prob),A1_command_variable_density; lin=0.35350; quad=-23.49109; raw=-23.13759; share=25.47%; severity=0.00% (=share*prob),C3_proc_child_exec; lin=0.25055; quad=-15.26087; raw=-15.01032; share=16.52%; severity=0.00% (=share*prob),C3_proc_child_exec_density; lin=0.26905; quad=-11.50682; raw=-11.23777; share=12.37%; severity=0.00% (=share*prob),C3_net_node_http_module_density; lin=-0.20625; quad=-0.99870; raw=-1.20495; share=1.33%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=0.56%; severity=0.00% (=share*prob),A1_total_density; lin=0.03348; quad=-0.53626; raw=-0.50278; share=0.55%; severity=0.00% (=share*prob),C3_net_node_http_module; lin=0.20977; quad=-0.00078; raw=0.20899; share=0.23%; severity=0.00% (=share*prob),C1_skipped_invalid_urls_density; lin=-0.08637; quad=-0.11218; raw=-0.19855; share=0.22%; severity=0.00% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=0.21%; severity=0.00% (=share*prob)
core-js-compat-3.47.0,LOW,No,0.01385,F1_scripts_block; lin=0.31646; quad=-1.84179; raw=-1.52533; share=36.29%; severity=0.50% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=12.05%; severity=0.17% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=3.76%; severity=0.05% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=3.75%; severity=0.05% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=3.58%; severity=0.05% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.95%; severity=0.03% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.95%; severity=0.03% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=1.79%; severity=0.02% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=1.76%; severity=0.02% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=1.69%; severity=0.02% (=share*prob)
cozy-mespapiers-lib-101.6.20,LOW,No,0.03814,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=16.91%; severity=0.65% (=share*prob),A2_decode_variable; lin=-0.23571; quad=0.00100; raw=-0.23471; share=7.84%; severity=0.30% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.28%; severity=0.24% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.28%; severity=0.20% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.26%; severity=0.20% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.03%; severity=0.19% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.73%; severity=0.10% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.73%; severity=0.10% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.52%; severity=0.10% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=2.37%; severity=0.09% (=share*prob)
crowdin__crowdin-api-client-1.49.0,LOW,No,0.0,C1_domain_url_hits_density; lin=-0.82247; quad=-10.50392; raw=-11.32639; share=30.68%; severity=0.00% (=share*prob),C1_valid_url_hits_density; lin=-0.81390; quad=-10.32636; raw=-11.14026; share=30.17%; severity=0.00% (=share*prob),C1_raw_url_hits_density; lin=-0.87998; quad=-9.45948; raw=-10.33946; share=28.01%; severity=0.00% (=share*prob),F1_hook_prepare; lin=0.55733; quad=-2.06779; raw=-1.51046; share=4.09%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=1.37%; severity=0.00% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=0.51%; severity=0.00% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=0.43%; severity=0.00% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=0.41%; severity=0.00% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=0.22%; severity=0.00% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=0.22%; severity=0.00% (=share*prob)
cspell__cspell-types-9.3.2,LOW,No,0.01379,F1_hook_prepare; lin=0.55733; quad=-2.06779; raw=-1.51046; share=34.03%; severity=0.47% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=11.41%; severity=0.16% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=4.23%; severity=0.06% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=3.57%; severity=0.05% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=3.55%; severity=0.05% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=3.39%; severity=0.05% (=share*prob),C2_dev_code_host; lin=0.13391; quad=-0.00812; raw=0.12579; share=2.83%; severity=0.04% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.84%; severity=0.03% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.84%; severity=0.03% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=1.70%; severity=0.02% (=share*prob)
csv-parse-6.1.0,MEDIUM,No,0.05258,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=17.92%; severity=0.94% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.65%; severity=0.35% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.60%; severity=0.29% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.57%; severity=0.29% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.33%; severity=0.28% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.90%; severity=0.15% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.90%; severity=0.15% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.67%; severity=0.14% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.62%; severity=0.14% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=2.51%; severity=0.13% (=share*prob)
csv-stringify-6.6.0,LOW,No,0.05058,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=17.82%; severity=0.90% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.61%; severity=0.33% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.57%; severity=0.28% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.54%; severity=0.28% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.30%; severity=0.27% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.88%; severity=0.15% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.88%; severity=0.15% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.65%; severity=0.13% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.61%; severity=0.13% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=2.50%; severity=0.13% (=share*prob)
cubejs-backend__api-gateway-1.5.9,LOW,No,0.03021,C1_LOCALHOST; lin=-0.05007; quad=-0.52169; raw=-0.57176; share=16.54%; severity=0.50% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=14.64%; severity=0.44% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=5.43%; severity=0.16% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=4.58%; severity=0.14% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=4.55%; severity=0.14% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=4.36%; severity=0.13% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.37%; severity=0.07% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.37%; severity=0.07% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.18%; severity=0.07% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.14%; severity=0.06% (=share*prob)
cypress-plugin-api-2.11.2,MEDIUM,No,0.13526,E2_ext_ge_10000; lin=0.98370; quad=-0.32779; raw=0.65591; share=20.92%; severity=2.83% (=share*prob),C3_net_generic_request_density; lin=-0.06633; quad=-0.14281; raw=-0.20913; share=6.67%; severity=0.90% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=5.99%; severity=0.81% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.02%; severity=0.68% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=4.80%; severity=0.65% (=share*prob),C3_net_generic_request; lin=0.08827; quad=-0.00104; raw=0.08723; share=2.78%; severity=0.38% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.61%; severity=0.35% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.61%; severity=0.35% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.40%; severity=0.33% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.37%; severity=0.32% (=share*prob)
dataform__core-3.0.38,LOW,No,0.0207,F1_scripts_block; lin=0.31646; quad=-1.84179; raw=-1.52533; share=29.94%; severity=0.62% (=share*prob),E2_ext_ge_100000; lin=0.51130; quad=-1.44539; raw=-0.93408; share=18.33%; severity=0.38% (=share*prob),E2_ext_ge_10000; lin=0.98370; quad=-0.32779; raw=0.65591; share=12.87%; severity=0.27% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=3.11%; severity=0.06% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=3.09%; severity=0.06% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.61%; severity=0.03% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.61%; severity=0.03% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=1.48%; severity=0.03% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=1.46%; severity=0.03% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=1.39%; severity=0.03% (=share*prob)
discord-api-types-0.38.34,LOW,No,0.0,C1_domain_url_hits_density; lin=-0.68295; quad=-7.24249; raw=-7.92544; share=29.11%; severity=0.00% (=share*prob),C1_valid_url_hits_density; lin=-0.67581; quad=-7.11966; raw=-7.79547; share=28.63%; severity=0.00% (=share*prob),C1_raw_url_hits_density; lin=-0.72744; quad=-6.46411; raw=-7.19155; share=26.42%; severity=0.00% (=share*prob),C1_domain_url_hits; lin=-0.03468; quad=-0.47255; raw=-0.50723; share=1.86%; severity=0.00% (=share*prob),C1_valid_url_hits; lin=-0.03428; quad=-0.47209; raw=-0.50637; share=1.86%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=1.86%; severity=0.00% (=share*prob),C1_raw_url_hits; lin=-0.02394; quad=-0.44323; raw=-0.46717; share=1.72%; severity=0.00% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=0.69%; severity=0.00% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=0.58%; severity=0.00% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=0.58%; severity=0.00% (=share*prob)
discordjs__rest-2.6.0,MEDIUM,No,0.113,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=14.47%; severity=1.64% (=share*prob),C3_net_node_http_module; lin=0.44650; quad=-0.00352; raw=0.44298; share=12.66%; severity=1.43% (=share*prob),C3_net_generic_request; lin=0.38563; quad=-0.01990; raw=0.36573; share=10.45%; severity=1.18% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=5.37%; severity=0.61% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=4.50%; severity=0.51% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=4.31%; severity=0.49% (=share*prob),C3_net_generic_request_density; lin=-0.03810; quad=-0.04713; raw=-0.08523; share=2.44%; severity=0.28% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.34%; severity=0.26% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.34%; severity=0.26% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.15%; severity=0.24% (=share*prob)
docker-modem-5.0.6,LOW,No,0.0,C3_net_node_http_module_density; lin=-0.90964; quad=-19.42611; raw=-20.33575; share=54.11%; severity=0.00% (=share*prob),A3_SECRETS_density; lin=0.40429; quad=-4.48000; raw=-4.07571; share=10.84%; severity=0.00% (=share*prob),B2_total_providers; lin=3.70648; quad=-7.36897; raw=-3.66249; share=9.75%; severity=0.00% (=share*prob),B2_total_events; lin=1.58201; quad=0.64994; raw=2.23195; share=5.94%; severity=0.00% (=share*prob),B2_OTHER; lin=1.58201; quad=0.64994; raw=2.23195; share=5.94%; severity=0.00% (=share*prob),A3_CONFIG_OR_URL_density; lin=-0.03881; quad=-1.07698; raw=-1.11580; share=2.97%; severity=0.00% (=share*prob),C3_net_node_http_module; lin=0.91996; quad=-0.01495; raw=0.90501; share=2.41%; severity=0.00% (=share*prob),C3_net_generic_request_density; lin=-0.11317; quad=-0.41574; raw=-0.52890; share=1.41%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=1.35%; severity=0.00% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=0.50%; severity=0.00% (=share*prob)
dockerode-4.0.9,LOW,No,0.04674,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=17.29%; severity=0.81% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.42%; severity=0.30% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.40%; severity=0.25% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.38%; severity=0.25% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.14%; severity=0.24% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.80%; severity=0.13% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.80%; severity=0.13% (=share*prob),C1_skipped_invalid_urls_density; lin=-0.04667; quad=-0.03275; raw=-0.07942; share=2.71%; severity=0.13% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.57%; severity=0.12% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.53%; severity=0.12% (=share*prob)
dogapi-2.8.4,LOW,No,3e-05,C3_net_generic_request_density; lin=-0.49564; quad=-7.97466; raw=-8.47030; share=67.56%; severity=0.00% (=share*prob),C3_net_generic_request; lin=1.22363; quad=-0.20033; raw=1.02330; share=8.16%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=4.04%; severity=0.00% (=share*prob),C3_net_node_http_module; lin=0.20977; quad=-0.00078; raw=0.20899; share=1.67%; severity=0.00% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=1.50%; severity=0.00% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=1.26%; severity=0.00% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=1.20%; severity=0.00% (=share*prob),C3_net_node_http_module_density; lin=-0.04876; quad=-0.05581; raw=-0.10456; share=0.83%; severity=0.00% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=0.65%; severity=0.00% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=0.65%; severity=0.00% (=share*prob)
dom-helper-1.0.0,LOW,No,0.0,C1_CLOUD_PROVIDER_density; lin=6.67425; quad=-19.05709; raw=-12.38284; share=45.22%; severity=0.00% (=share*prob),C1_domain_url_hits_density; lin=-0.49010; quad=-3.72969; raw=-4.21979; share=15.41%; severity=0.00% (=share*prob),C1_valid_url_hits_density; lin=-0.48494; quad=-3.66595; raw=-4.15090; share=15.16%; severity=0.00% (=share*prob),C1_raw_url_hits_density; lin=-0.52122; quad=-3.31869; raw=-3.83991; share=14.02%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=1.85%; severity=0.00% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=0.69%; severity=0.00% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=0.58%; severity=0.00% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=0.57%; severity=0.00% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=0.55%; severity=0.00% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=0.30%; severity=0.00% (=share*prob)
dom-helpers-6.0.1,LOW,No,0.03734,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=16.41%; severity=0.61% (=share*prob),C1_DEV_HOST_density; lin=-0.04649; quad=-0.23149; raw=-0.27798; share=9.01%; severity=0.34% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.09%; severity=0.23% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.13%; severity=0.19% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.10%; severity=0.19% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=4.88%; severity=0.18% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.65%; severity=0.10% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.65%; severity=0.10% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.44%; severity=0.09% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.40%; severity=0.09% (=share*prob)
doodle3d__clipper-js-1.0.11,LOW,No,0.05077,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=17.67%; severity=0.90% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.56%; severity=0.33% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.52%; severity=0.28% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.49%; severity=0.28% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.26%; severity=0.27% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.86%; severity=0.15% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.86%; severity=0.15% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.63%; severity=0.13% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.59%; severity=0.13% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=2.48%; severity=0.13% (=share*prob)
dropbox-v2-api-2.5.12,MEDIUM,No,0.05185,E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=17.81%; severity=0.92% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=6.61%; severity=0.34% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=5.56%; severity=0.29% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=5.54%; severity=0.29% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=5.30%; severity=0.27% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.88%; severity=0.15% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=2.88%; severity=0.15% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=2.65%; severity=0.14% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=2.61%; severity=0.14% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=2.50%; severity=0.13% (=share*prob)
ds-systems__ds-ui-lib-0.6.2,LOW,No,0.0139,F1_scripts_block; lin=0.31646; quad=-1.84179; raw=-1.52533; share=36.32%; severity=0.50% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=12.06%; severity=0.17% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=3.77%; severity=0.05% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=3.75%; severity=0.05% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=3.59%; severity=0.05% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.95%; severity=0.03% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.95%; severity=0.03% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=1.79%; severity=0.02% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=1.77%; severity=0.02% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=1.69%; severity=0.02% (=share*prob)
duckdb__node-api-1.4.2-r.1,LOW,No,0.01385,F1_scripts_block; lin=0.31646; quad=-1.84179; raw=-1.52533; share=36.29%; severity=0.50% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=12.05%; severity=0.17% (=share*prob),C3_net_generic_request; lin=-0.15502; quad=-0.00322; raw=-0.15824; share=3.76%; severity=0.05% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=3.75%; severity=0.05% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=3.58%; severity=0.05% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.95%; severity=0.03% (=share*prob),B2_OTHER; lin=-0.08370; quad=0.00182; raw=-0.08188; share=1.95%; severity=0.03% (=share*prob),D1_publish; lin=0.07506; quad=0.00031; raw=0.07537; share=1.79%; severity=0.02% (=share*prob),A2_decode_variable; lin=0.07406; quad=0.00010; raw=0.07416; share=1.76%; severity=0.02% (=share*prob),E2_bin_ge_1000000; lin=-0.05499; quad=-0.01598; raw=-0.07097; share=1.69%; severity=0.02% (=share*prob)
duffel__api-4.21.0,LOW,No,0.0,C3_net_generic_request_density; lin=-0.60567; quad=-11.90857; raw=-12.51424; share=55.07%; severity=0.00% (=share*prob),C3_net_generic_request; lin=4.44049; quad=-2.63819; raw=1.80230; share=7.93%; severity=0.00% (=share*prob),F1_hook_prepare; lin=0.55733; quad=-2.06779; raw=-1.51046; share=6.65%; severity=0.00% (=share*prob),C1_domain_url_hits_density; lin=-0.27337; quad=-1.16045; raw=-1.43382; share=6.31%; severity=0.00% (=share*prob),C1_valid_url_hits_density; lin=-0.27045; quad=-1.14020; raw=-1.41065; share=6.21%; severity=0.00% (=share*prob),C1_raw_url_hits_density; lin=-0.28949; quad=-1.02372; raw=-1.31321; share=5.78%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=0.98370; quad=-0.32779; raw=0.65591; share=2.89%; severity=0.00% (=share*prob),F1_scripts_block; lin=-0.07748; quad=-0.11041; raw=-0.18789; share=0.83%; severity=0.00% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=0.69%; severity=0.00% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=0.66%; severity=0.00% (=share*prob)
dynamic-labs__sdk-api-core-0.0.825,LOW,No,0.0,C3_net_generic_request; lin=12.92866; quad=-22.36413; raw=-9.43547; share=47.86%; severity=0.00% (=share*prob),C3_net_generic_request_density; lin=-0.31207; quad=-3.16149; raw=-3.47356; share=17.62%; severity=0.00% (=share*prob),F1_scripts_block; lin=0.31646; quad=-1.84179; raw=-1.52533; share=7.74%; severity=0.00% (=share*prob),C1_domain_url_hits_density; lin=-0.21446; quad=-0.71420; raw=-0.92866; share=4.71%; severity=0.00% (=share*prob),C1_valid_url_hits_density; lin=-0.21215; quad=-0.70158; raw=-0.91372; share=4.63%; severity=0.00% (=share*prob),C1_raw_url_hits_density; lin=-0.22650; quad=-0.62668; raw=-0.85318; share=4.33%; severity=0.00% (=share*prob),E2_ext_ge_10000; lin=-0.44060; quad=-0.06576; raw=-0.50636; share=2.57%; severity=0.00% (=share*prob),B2_total_providers; lin=-0.14603; quad=-0.01144; raw=-0.15746; share=0.80%; severity=0.00% (=share*prob),E2_ext_ge_100000; lin=-0.09777; quad=-0.05285; raw=-0.15062; share=0.76%; severity=0.00% (=share*prob),B2_total_events; lin=-0.08370; quad=0.00182; raw=-0.08188; share=0.42%; severity=0.00% (=share*prob)
