Filename,Package Name,Risk Level,Malicious Probability,High Threshold,Medium Threshold
_voiceflow+api-sdk_3.28.59_1764726791_report.json,@voiceflow/api-sdk@3.28.59,HIGH,0.7748,0.7748,0.3440
_ensdomains+ensjs_4.0.3_1764726030_report.json,@ensdomains/ensjs@4.0.3,HIGH,0.7748,0.7748,0.3440
_actbase+react-native-simple-video_1.0.13_1764725657_report.json,@actbase/react-native-simple-video@1.0.13,HIGH,0.7748,0.7748,0.3440
_antstackio+express-graphql-proxy_0.2.8_1764725662_report.json,@antstackio/express-graphql-proxy@0.2.8,HIGH,0.7748,0.7748,0.3440
_accordproject+concerto-metamodel_3.12.5_1764725588_report.json,@accordproject/concerto-metamodel@3.12.5,HIGH,0.7748,0.7748,0.3440
_posthog+currency-normalization-plugin_0.0.8_1764726449_report.json,@posthog/currency-normalization-plugin@0.0.8,HIGH,0.7748,0.7748,0.3440
_browserbasehq+stagehand_3.0.4_1764725989_report.json,@browserbasehq/stagehand@3.0.4,HIGH,0.9308,0.7748,0.3440
ngx-wooapi_12.0.1_1764727324_report.json,ngx-wooapi@12.0.1,HIGH,0.7748,0.7748,0.3440
create-hardhat3-app_1.1.2_1764727087_report.json,create-hardhat3-app@1.1.2,LOW,0.0634,0.7748,0.3440
dialogflow-es_1.1.2_1764727129_report.json,dialogflow-es@1.1.2,LOW,0.0634,0.7748,0.3440
hope-mapboxdraw_0.1.1_1764727293_report.json,hope-mapboxdraw@0.1.1,HIGH,0.7748,0.7748,0.3440
_voiceflow+dependency-cruiser-config_1.8.12_1764726815_report.json,@voiceflow/dependency-cruiser-config@1.8.12,HIGH,0.7748,0.7748,0.3440
_voiceflow+sdk-runtime_1.43.1_1764726879_report.json,@voiceflow/sdk-runtime@1.43.1,HIGH,0.7748,0.7748,0.3440
template-micro-service_1.0.3_1764727534_report.json,template-micro-service@1.0.3,HIGH,0.7748,0.7748,0.3440
create-mcp-use-app_0.5.3_1764727104_report.json,create-mcp-use-app@0.5.3,MEDIUM,0.6824,0.7748,0.3440
_posthog+rrweb-player_0.0.31_1764726501_report.json,@posthog/rrweb-player@0.0.31,LOW,0.0634,0.7748,0.3440
_voiceflow+nestjs-redis_1.3.2_1764726852_report.json,@voiceflow/nestjs-redis@1.3.2,LOW,0.0634,0.7748,0.3440
_asyncapi+java-spring-template_1.6.2_1764725781_report.json,@asyncapi/java-spring-template@1.6.2,HIGH,0.7748,0.7748,0.3440
eslint-config-zeallat-base_1.0.4_1764727144_report.json,eslint-config-zeallat-base@1.0.4,HIGH,0.7748,0.7748,0.3440
_asyncapi+parser_3.4.2_1764725913_report.json,@asyncapi/parser@3.4.2,HIGH,0.9400,0.7748,0.3440
_actbase+react-native-devtools_0.1.3_1764725636_report.json,@actbase/react-native-devtools@0.1.3,LOW,0.0634,0.7748,0.3440
_orbitgtbelgium+mapbox-gl-draw-scale-rotate-mode_1.1.1_1764726389_report.json,@orbitgtbelgium/mapbox-gl-draw-scale-rotate-mode@1.1.1,LOW,0.0634,0.7748,0.3440
gate-evm-check-code2_2.0.4_1764727168_report.json,gate-evm-check-code2@2.0.4,LOW,0.0634,0.7748,0.3440
ito-button_8.0.3_1764727211_report.json,ito-button@8.0.3,HIGH,0.7748,0.7748,0.3440
_ensdomains+renewal_0.0.13_1764726098_report.json,@ensdomains/renewal@0.0.13,MEDIUM,0.5747,0.7748,0.3440
mcp-use_1.4.2_1764727464_report.json,mcp-use@1.4.2,HIGH,1.0000,0.7748,0.3440
compare-obj_1.1.2_1764727118_report.json,compare-obj@1.1.2,HIGH,0.9471,0.7748,0.3440
_postman+secret-scanner-wasm_2.1.2_1764726652_report.json,@postman/secret-scanner-wasm@2.1.2,MEDIUM,0.3440,0.7748,0.3440
_kvytech+web_0.0.2_1764726368_report.json,@kvytech/web@0.0.2,HIGH,0.9900,0.7748,0.3440
fat-fingered_1.0.2_1764727179_report.json,fat-fingered@1.0.2,HIGH,0.7748,0.7748,0.3440
_postman+mcp-ui-client_5.5.3_1764726565_report.json,@postman/mcp-ui-client@5.5.3,LOW,0.0634,0.7748,0.3440
_asyncapi+generator-components_0.3.3_1764725735_report.json,@asyncapi/generator-components@0.3.3,HIGH,0.7748,0.7748,0.3440
_postman+postman-collection-fork_4.3.3_1764726665_report.json,@postman/postman-collection-fork@4.3.3,HIGH,0.7748,0.7748,0.3440
_ensdomains+ui_3.4.6_1764726134_report.json,@ensdomains/ui@3.4.6,LOW,0.0634,0.7748,0.3440
_voiceflow+vite-config_2.6.2_1764726971_report.json,@voiceflow/vite-config@2.6.2,MEDIUM,0.6824,0.7748,0.3440
_actbase+react-daum-postcode_1.0.5_1764725613_report.json,@actbase/react-daum-postcode@1.0.5,LOW,0.0634,0.7748,0.3440
_antstackio+shelbysam_1.1.7_1764725666_report.json,@antstackio/shelbysam@1.1.7,HIGH,0.7748,0.7748,0.3440
_everreal+web-analytics_0.0.1_1764726160_report.json,@everreal/web-analytics@0.0.1,LOW,0.0634,0.7748,0.3440
ai-crowl-shield_1.0.7_1764726965_report.json,ai-crowl-shield@1.0.7,HIGH,0.7748,0.7748,0.3440
_postman+node-keytar_7.9.6_1764726608_report.json,@postman/node-keytar@7.9.6,HIGH,1.0000,0.7748,0.3440
orbit-nebula-editor_1.0.2_1764727384_report.json,orbit-nebula-editor@1.0.2,LOW,0.0634,0.7748,0.3440
vf-oss-template_1.0.3_1764727646_report.json,vf-oss-template@1.0.3,HIGH,0.9943,0.7748,0.3440
_seung-ju+react-native-action-sheet_0.2.1_1764726898_report.json,@seung-ju/react-native-action-sheet@0.2.1,MEDIUM,0.5747,0.7748,0.3440
ids-enterprise-typings_20.1.6_1764727198_report.json,ids-enterprise-typings@20.1.6,HIGH,0.7748,0.7748,0.3440
_postman+pm-bin-macos-arm64_1.24.5_1764726612_report.json,@postman/pm-bin-macos-arm64@1.24.5,LOW,0.0325,0.7748,0.3440
_asyncapi+generator-helpers_0.2.2_1764725704_report.json,@asyncapi/generator-helpers@0.2.2,HIGH,0.7748,0.7748,0.3440
_postman+node-keytar_7.9.5_1764726585_report.json,@postman/node-keytar@7.9.5,HIGH,1.0000,0.7748,0.3440
_orbitgtbelgium+mapbox-gl-draw-cut-polygon-mode_2.0.5_1764726391_report.json,@orbitgtbelgium/mapbox-gl-draw-cut-polygon-mode@2.0.5,HIGH,0.7748,0.7748,0.3440
_asyncapi+php-template_0.1.1_1764725853_report.json,@asyncapi/php-template@0.1.1,LOW,0.0634,0.7748,0.3440
_browserbasehq+mcp_2.1.1_1764726001_report.json,@browserbasehq/mcp@2.1.1,MEDIUM,0.6824,0.7748,0.3440
_asyncapi+java-template_0.3.5_1764725822_report.json,@asyncapi/java-template@0.3.5,HIGH,0.7748,0.7748,0.3440
normal-store_1.3.4_1764727391_report.json,normal-store@1.3.4,HIGH,0.9943,0.7748,0.3440
_voiceflow+fetch_1.11.2_1764726850_report.json,@voiceflow/fetch@1.11.2,HIGH,1.0000,0.7748,0.3440
_mcp-use+mcp-use_1.0.2_1764726336_report.json,@mcp-use/mcp-use@1.0.2,HIGH,0.7748,0.7748,0.3440
_postman+pm-bin-macos-arm64_1.24.4_1764726607_report.json,@postman/pm-bin-macos-arm64@1.24.4,LOW,0.0325,0.7748,0.3440
colors-regex_2.0.1_1764727052_report.json,colors-regex@2.0.1,MEDIUM,0.5747,0.7748,0.3440
_asyncapi+specs_6.10.1_1764725894_report.json,@asyncapi/specs@6.10.1,HIGH,1.0000,0.7748,0.3440
_postman+pm-bin-linux-x64_1.24.4_1764726600_report.json,@postman/pm-bin-linux-x64@1.24.4,LOW,0.2441,0.7748,0.3440
command-irail_0.5.4_1764727054_report.json,command-irail@0.5.4,MEDIUM,0.7300,0.7748,0.3440
zuper-cli_1.0.1_1764727735_report.json,zuper-cli@1.0.1,HIGH,1.0000,0.7748,0.3440
_postman+mcp-ui-client_5.5.2_1764726579_report.json,@postman/mcp-ui-client@5.5.2,LOW,0.0634,0.7748,0.3440
_voiceflow+sdk-runtime_1.43.2_1764726881_report.json,@voiceflow/sdk-runtime@1.43.2,HIGH,0.7748,0.7748,0.3440
_posthog+variance-plugin_0.0.8_1764726601_report.json,@posthog/variance-plugin@0.0.8,MEDIUM,0.3440,0.7748,0.3440
evm-checkcode-cli_1.0.13_1764727158_report.json,evm-checkcode-cli@1.0.13,HIGH,0.7748,0.7748,0.3440
_mcp-use+mcp-use_1.0.1_1764726332_report.json,@mcp-use/mcp-use@1.0.1,HIGH,0.7748,0.7748,0.3440
_voiceflow+tsconfig-paths_1.1.5_1764726916_report.json,@voiceflow/tsconfig-paths@1.1.5,HIGH,0.7748,0.7748,0.3440
_posthog+web-dev-server_1.0.5_1764726498_report.json,@posthog/web-dev-server@1.0.5,HIGH,0.7748,0.7748,0.3440
_voiceflow+google-dfes-types_2.17.12_1764726833_report.json,@voiceflow/google-dfes-types@2.17.12,HIGH,0.7748,0.7748,0.3440
_posthog+nextjs_0.0.3_1764726484_report.json,@posthog/nextjs@0.0.3,MEDIUM,0.4800,0.7748,0.3440
_voiceflow+exception_1.10.1_1764726819_report.json,@voiceflow/exception@1.10.1,LOW,0.2441,0.7748,0.3440
composite-reducer_1.0.5_1764727117_report.json,composite-reducer@1.0.5,HIGH,0.9943,0.7748,0.3440
_voiceflow+stitches-react_2.3.2_1764726885_report.json,@voiceflow/stitches-react@2.3.2,MEDIUM,0.3440,0.7748,0.3440
mcp-use_1.4.3_1764727436_report.json,mcp-use@1.4.3,HIGH,1.0000,0.7748,0.3440
_antstackio+graphql-body-parser_0.1.1_1764725665_report.json,@antstackio/graphql-body-parser@0.1.1,HIGH,0.7748,0.7748,0.3440
n8n-nodes-vercel-ai-sdk_0.1.7_1764727362_report.json,n8n-nodes-vercel-ai-sdk@0.1.7,MEDIUM,0.5747,0.7748,0.3440
_postman+final-node-keytar_7.9.1_1764726574_report.json,@postman/final-node-keytar@7.9.1,HIGH,1.0000,0.7748,0.3440
_quick-start-soft+quick-markdown-translator_1.4.2509202331_1764726759_report.json,@quick-start-soft/quick-markdown-translator@1.4.2509202331,LOW,0.0634,0.7748,0.3440
_posthog+maxmind-plugin_0.1.6_1764726495_report.json,@posthog/maxmind-plugin@0.1.6,HIGH,0.7748,0.7748,0.3440
tanstack-shadcn-table_1.1.5_1764727635_report.json,tanstack-shadcn-table@1.1.5,HIGH,1.0000,0.7748,0.3440
ids-enterprise-mcp-server_0.0.2_1764727226_report.json,ids-enterprise-mcp-server@0.0.2,HIGH,0.7748,0.7748,0.3440
_zapier+zapier-sdk_0.15.6_1764726964_report.json,@zapier/zapier-sdk@0.15.6,LOW,0.0634,0.7748,0.3440
_quick-start-soft+quick-remove-image-background_1.4.2511142126_1764726776_report.json,@quick-start-soft/quick-remove-image-background@1.4.2511142126,LOW,0.0634,0.7748,0.3440
_zapier+eslint-plugin-zapier_11.0.3_1764726957_report.json,@zapier/eslint-plugin-zapier@11.0.3,LOW,0.0634,0.7748,0.3440
web-scraper-mcp_1.1.4_1764727607_report.json,web-scraper-mcp@1.1.4,HIGH,1.0000,0.7748,0.3440
_postman+wdio-junit-reporter_0.0.5_1764726736_report.json,@postman/wdio-junit-reporter@0.0.5,HIGH,0.7748,0.7748,0.3440
_asyncapi+openapi-schema-parser_3.0.26_1764725851_report.json,@asyncapi/openapi-schema-parser@3.0.26,HIGH,1.0000,0.7748,0.3440
_postman+pm-bin-macos-arm64_1.24.3_1764726628_report.json,@postman/pm-bin-macos-arm64@1.24.3,LOW,0.0325,0.7748,0.3440
_zapier+mcp-integration_3.0.2_1764726999_report.json,@zapier/mcp-integration@3.0.2,MEDIUM,0.6824,0.7748,0.3440
hover-design-prototype_0.0.5_1764727314_report.json,hover-design-prototype@0.0.5,HIGH,1.0000,0.7748,0.3440
_strapbuild+react-native-perspective-image-cropper-poojan31_0.4.6_1764726876_report.json,@strapbuild/react-native-perspective-image-cropper-poojan31@0.4.6,MEDIUM,0.5747,0.7748,0.3440
_pruthvi21+use-debounce_1.0.3_1764726732_report.json,@pruthvi21/use-debounce@1.0.3,HIGH,0.7748,0.7748,0.3440
_asyncapi+generator_2.8.6_1764725776_report.json,@asyncapi/generator@2.8.6,HIGH,0.7748,0.7748,0.3440
_quick-start-soft+quick-markdown-compose_1.4.2506300029_1764726761_report.json,@quick-start-soft/quick-markdown-compose@1.4.2506300029,LOW,0.0634,0.7748,0.3440
_ensdomains+address-encoder_1.1.5_1764725983_report.json,@ensdomains/address-encoder@1.1.5,HIGH,0.7748,0.7748,0.3440
ngx-useful-swiper-prosenjit_9.0.2_1764727321_report.json,ngx-useful-swiper-prosenjit@9.0.2,MEDIUM,0.5747,0.7748,0.3440
_postman+pm-bin-macos-x64_1.24.3_1764726635_report.json,@postman/pm-bin-macos-x64@1.24.3,LOW,0.0634,0.7748,0.3440
mon-package-react-typescript_1.0.1_1764727303_report.json,mon-package-react-typescript@1.0.1,HIGH,0.7748,0.7748,0.3440
create-hardhat3-app_1.1.3_1764727087_report.json,create-hardhat3-app@1.1.3,LOW,0.0634,0.7748,0.3440
_asyncapi+parser_3.4.1_1764725921_report.json,@asyncapi/parser@3.4.1,HIGH,0.9700,0.7748,0.3440
_kvytech+cli_0.0.7_1764726245_report.json,@kvytech/cli@0.0.7,HIGH,0.9800,0.7748,0.3440
_zapier+stubtree_0.1.3_1764726977_report.json,@zapier/stubtree@0.1.3,HIGH,0.7748,0.7748,0.3440
react-native-email_2.1.1_1764727470_report.json,react-native-email@2.1.1,HIGH,0.7748,0.7748,0.3440
compare-obj_1.1.1_1764727108_report.json,compare-obj@1.1.1,HIGH,0.9471,0.7748,0.3440
iron-shield-miniapp_0.0.2_1764727290_report.json,iron-shield-miniapp@0.0.2,HIGH,0.7748,0.7748,0.3440
_voiceflow+utils-designer_1.74.20_1764726904_report.json,@voiceflow/utils-designer@1.74.20,LOW,0.0634,0.7748,0.3440
_voiceflow+eslint-plugin_1.6.2_1764726854_report.json,@voiceflow/eslint-plugin@1.6.2,HIGH,1.0000,0.7748,0.3440
_actbase+react-native-fast-image_8.5.13_1764725645_report.json,@actbase/react-native-fast-image@8.5.13,LOW,0.0634,0.7748,0.3440
chrome-extension-downloads_0.0.4_1764727011_report.json,chrome-extension-downloads@0.0.4,MEDIUM,0.3440,0.7748,0.3440
normal-store_1.3.2_1764727388_report.json,normal-store@1.3.2,HIGH,0.9943,0.7748,0.3440
_strapbuild+react-native-date-time-picker_2.0.4_1764726822_report.json,@strapbuild/react-native-date-time-picker@2.0.4,LOW,0.0634,0.7748,0.3440
orbit-soap_0.43.13_1764727405_report.json,orbit-soap@0.43.13,MEDIUM,0.5747,0.7748,0.3440
_voiceflow+pino-pretty_4.4.2_1764726897_report.json,@voiceflow/pino-pretty@4.4.2,MEDIUM,0.4089,0.7748,0.3440
_voiceflow+nestjs-rate-limit_1.3.3_1764726852_report.json,@voiceflow/nestjs-rate-limit@1.3.3,LOW,0.0634,0.7748,0.3440
pdf-annotation_0.0.2_1764727402_report.json,pdf-annotation@0.0.2,HIGH,0.7748,0.7748,0.3440
zapier-platform-core_18.0.2_1764727652_report.json,zapier-platform-core@18.0.2,HIGH,0.7748,0.7748,0.3440
_orbitgtbelgium+orbit-components_1.2.9_1764726464_report.json,@orbitgtbelgium/orbit-components@1.2.9,LOW,0.0634,0.7748,0.3440
_voiceflow+base-types_2.136.3_1764726800_report.json,@voiceflow/base-types@2.136.3,HIGH,0.7748,0.7748,0.3440
_postman+aether-icons_2.23.2_1764726511_report.json,@postman/aether-icons@2.23.2,LOW,0.0634,0.7748,0.3440
_quick-start-soft+quick-markdown_1.4.2511142126_1764726759_report.json,@quick-start-soft/quick-markdown@1.4.2511142126,LOW,0.0634,0.7748,0.3440
posthog-docusaurus_2.0.6_1764727423_report.json,posthog-docusaurus@2.0.6,HIGH,0.7748,0.7748,0.3440
_actbase+react-native-less-transformer_1.0.6_1764725682_report.json,@actbase/react-native-less-transformer@1.0.6,MEDIUM,0.5747,0.7748,0.3440
_dev-blinq+cucumber_client_1.0.738_1764726075_report.json,@dev-blinq/cucumber_client@1.0.738,HIGH,0.9950,0.7748,0.3440
_zapier+eslint-plugin-zapier_11.0.4_1764726968_report.json,@zapier/eslint-plugin-zapier@11.0.4,LOW,0.0634,0.7748,0.3440
normal-store_1.3.3_1764727389_report.json,normal-store@1.3.3,HIGH,0.9943,0.7748,0.3440
_voiceflow+general-types_3.2.23_1764726830_report.json,@voiceflow/general-types@3.2.23,MEDIUM,0.4089,0.7748,0.3440
tcsp-draw-test_1.0.5_1764727628_report.json,tcsp-draw-test@1.0.5,LOW,0.0634,0.7748,0.3440
_asyncapi+html-template_3.3.2_1764725987_report.json,@asyncapi/html-template@3.3.2,HIGH,0.8600,0.7748,0.3440
zapier-platform-legacy-scripting-runner_4.0.3_1764727658_report.json,zapier-platform-legacy-scripting-runner@4.0.3,HIGH,0.7748,0.7748,0.3440
_voiceflow+common_8.9.1_1764726812_report.json,@voiceflow/common@8.9.1,HIGH,0.7748,0.7748,0.3440
undefsafe-typed_1.0.4_1764727576_report.json,undefsafe-typed@1.0.4,LOW,0.0634,0.7748,0.3440
_quick-start-soft+quick-git-clean-markdown_1.4.2511142126_1764726739_report.json,@quick-start-soft/quick-git-clean-markdown@1.4.2511142126,LOW,0.0634,0.7748,0.3440
_kvytech+habbit-e2e-test_0.0.2_1764726166_report.json,@kvytech/habbit-e2e-test@0.0.2,HIGH,0.7748,0.7748,0.3440
zapier-platform-cli_18.0.2_1764727700_report.json,zapier-platform-cli@18.0.2,HIGH,0.7748,0.7748,0.3440
_antstackio+eslint-config-antstack_0.0.3_1764725665_report.json,@antstackio/eslint-config-antstack@0.0.3,MEDIUM,0.5747,0.7748,0.3440
orbit-nebula-draw-tools_1.0.10_1764727379_report.json,orbit-nebula-draw-tools@1.0.10,LOW,0.0634,0.7748,0.3440
dialogflow-es_1.1.3_1764727110_report.json,dialogflow-es@1.1.3,LOW,0.0634,0.7748,0.3440
_actbase+react-kakaosdk_0.9.27_1764725612_report.json,@actbase/react-kakaosdk@0.9.27,LOW,0.0634,0.7748,0.3440
_postman+postman-mcp-cli_1.0.3_1764726636_report.json,@postman/postman-mcp-cli@1.0.3,MEDIUM,0.3440,0.7748,0.3440
_clausehq+flows-step-mqtt_0.1.14_1764725982_report.json,@clausehq/flows-step-mqtt@0.1.14,HIGH,0.7748,0.7748,0.3440
medusa-plugin-momo_0.0.68_1764727350_report.json,medusa-plugin-momo@0.0.68,LOW,0.0634,0.7748,0.3440
_asyncapi+avro-schema-parser_3.0.26_1764725734_report.json,@asyncapi/avro-schema-parser@3.0.26,HIGH,1.0000,0.7748,0.3440
react-native-websocket_1.0.4_1764727494_report.json,react-native-websocket@1.0.4,MEDIUM,0.5747,0.7748,0.3440
medusa-plugin-product-reviews-kvy_0.0.4_1764727400_report.json,medusa-plugin-product-reviews-kvy@0.0.4,HIGH,1.0000,0.7748,0.3440
_browserbasehq+bb9_1.2.21_1764725946_report.json,@browserbasehq/bb9@1.2.21,MEDIUM,0.3440,0.7748,0.3440
kwami_1.5.10_1764727303_report.json,kwami@1.5.10,MEDIUM,0.6824,0.7748,0.3440
best_gpio_controller_1.0.10_1764726984_report.json,best_gpio_controller@1.0.10,LOW,0.0100,0.7748,0.3440
test-hardhat-app_1.0.2_1764727552_report.json,test-hardhat-app@1.0.2,LOW,0.0634,0.7748,0.3440
_postman+pm-bin-linux-x64_1.24.3_1764726609_report.json,@postman/pm-bin-linux-x64@1.24.3,LOW,0.2441,0.7748,0.3440
_voiceflow+logger_2.4.3_1764726840_report.json,@voiceflow/logger@2.4.3,HIGH,0.7748,0.7748,0.3440
_quick-start-soft+quick-markdown-print_1.4.2511142126_1764726761_report.json,@quick-start-soft/quick-markdown-print@1.4.2511142126,LOW,0.0634,0.7748,0.3440
_zapier+ai-actions_0.1.19_1764726932_report.json,@zapier/ai-actions@0.1.19,MEDIUM,0.6824,0.7748,0.3440
super-commit_1.0.1_1764727524_report.json,super-commit@1.0.1,HIGH,0.7748,0.7748,0.3440
_ensdomains+thorin_0.6.51_1764726124_report.json,@ensdomains/thorin@0.6.51,LOW,0.0634,0.7748,0.3440
_posthog+wizard_1.18.1_1764726606_report.json,@posthog/wizard@1.18.1,HIGH,1.0000,0.7748,0.3440
_actbase+css-to-react-native-transform_1.0.3_1764725615_report.json,@actbase/css-to-react-native-transform@1.0.3,HIGH,0.9943,0.7748,0.3440
_voiceflow+pino_6.11.3_1764726923_report.json,@voiceflow/pino@6.11.3,LOW,0.0000,0.7748,0.3440
_asyncapi+modelina_5.10.2_1764725820_report.json,@asyncapi/modelina@5.10.2,HIGH,1.0000,0.7748,0.3440
_asyncapi+specs_6.8.3_1764725913_report.json,@asyncapi/specs@6.8.3,HIGH,1.0000,0.7748,0.3440
_ensdomains+vite-plugin-i18next-loader_4.0.4_1764726137_report.json,@ensdomains/vite-plugin-i18next-loader@4.0.4,HIGH,0.9950,0.7748,0.3440
_ensdomains+ccip-read-dns-gateway_0.1.1_1764726121_report.json,@ensdomains/ccip-read-dns-gateway@0.1.1,MEDIUM,0.5747,0.7748,0.3440
_seezo+sdr-mcp-server_0.0.5_1764726757_report.json,@seezo/sdr-mcp-server@0.0.5,MEDIUM,0.3440,0.7748,0.3440
_ensdomains+web3modal_1.10.2_1764726173_report.json,@ensdomains/web3modal@1.10.2,HIGH,0.9943,0.7748,0.3440
_voiceflow+alexa-types_2.15.61_1764726790_report.json,@voiceflow/alexa-types@2.15.61,HIGH,0.7748,0.7748,0.3440
posthog-react-native_4.11.1_1764727466_report.json,posthog-react-native@4.11.1,LOW,0.0634,0.7748,0.3440
_postman+final-node-keytar_7.9.3_1764726569_report.json,@postman/final-node-keytar@7.9.3,HIGH,1.0000,0.7748,0.3440
_orbitgtbelgium+time-slider_1.0.187_1764726487_report.json,@orbitgtbelgium/time-slider@1.0.187,HIGH,0.8600,0.7748,0.3440
_voiceflow+general-types_3.2.22_1764726830_report.json,@voiceflow/general-types@3.2.22,MEDIUM,0.4089,0.7748,0.3440
_zapier+spectral-api-ruleset_1.9.2_1764726937_report.json,@zapier/spectral-api-ruleset@1.9.2,LOW,0.0634,0.7748,0.3440
_postman+pm-bin-macos-x64_1.24.4_1764726630_report.json,@postman/pm-bin-macos-x64@1.24.4,LOW,0.0634,0.7748,0.3440
_posthog+plugin-server_1.10.8_1764726534_report.json,@posthog/plugin-server@1.10.8,LOW,0.0634,0.7748,0.3440
manual-billing-system-miniapp-api_1.3.1_1764727292_report.json,manual-billing-system-miniapp-api@1.3.1,HIGH,0.7748,0.7748,0.3440
gate-evm-tools-test_1.0.7_1764727213_report.json,gate-evm-tools-test@1.0.7,HIGH,0.7748,0.7748,0.3440
zapier-platform-core_18.0.3_1764727666_report.json,zapier-platform-core@18.0.3,HIGH,0.7748,0.7748,0.3440
hopedraw_1.0.3_1764727192_report.json,hopedraw@1.0.3,HIGH,0.7748,0.7748,0.3440
_ensdomains+react-ens-address_0.0.32_1764726126_report.json,@ensdomains/react-ens-address@0.0.32,LOW,0.0634,0.7748,0.3440
_asyncapi+react-component_2.6.7_1764726031_report.json,@asyncapi/react-component@2.6.7,MEDIUM,0.7700,0.7748,0.3440
_actbase+react-native-kakao-navi_2.0.4_1764725650_report.json,@actbase/react-native-kakao-navi@2.0.4,HIGH,0.7748,0.7748,0.3440
_postman+final-node-keytar_7.9.2_1764726566_report.json,@postman/final-node-keytar@7.9.2,HIGH,1.0000,0.7748,0.3440
_voiceflow+slate-serializer_1.7.4_1764726915_report.json,@voiceflow/slate-serializer@1.7.4,LOW,0.0634,0.7748,0.3440
go-template_0.1.9_1764727231_report.json,go-template@0.1.9,MEDIUM,0.5747,0.7748,0.3440
test23112222-api_1.0.1_1764727575_report.json,test23112222-api@1.0.1,HIGH,0.7748,0.7748,0.3440
_mcp-use+inspector_0.6.3_1764726406_report.json,@mcp-use/inspector@0.6.3,LOW,0.0634,0.7748,0.3440
posthog-js_1.297.3_1764727424_report.json,posthog-js@1.297.3,LOW,0.0634,0.7748,0.3440
react-native-use-modal_1.0.3_1764727602_report.json,react-native-use-modal@1.0.3,MEDIUM,0.6722,0.7748,0.3440
prime-one-table_0.0.19_1764727430_report.json,prime-one-table@0.0.19,HIGH,0.7748,0.7748,0.3440
_postman+csv-parse_4.0.5_1764726539_report.json,@postman/csv-parse@4.0.5,HIGH,0.7748,0.7748,0.3440
vf-oss-template_1.0.4_1764727649_report.json,vf-oss-template@1.0.4,HIGH,0.9943,0.7748,0.3440
_seung-ju+react-hooks_0.0.2_1764726801_report.json,@seung-ju/react-hooks@0.0.2,MEDIUM,0.4089,0.7748,0.3440
react-micromodal.js_1.0.2_1764727547_report.json,react-micromodal.js@1.0.2,MEDIUM,0.4089,0.7748,0.3440
zapier-platform-cli_18.0.3_1764727702_report.json,zapier-platform-cli@18.0.3,HIGH,0.7748,0.7748,0.3440
_voiceflow+runtime_1.29.2_1764726896_report.json,@voiceflow/runtime@1.29.2,LOW,0.0634,0.7748,0.3440
_voiceflow+vite-config_2.6.3_1764726973_report.json,@voiceflow/vite-config@2.6.3,MEDIUM,0.6824,0.7748,0.3440
automation_model_1.0.491_1764727061_report.json,automation_model@1.0.491,MEDIUM,0.6824,0.7748,0.3440
jaetut-varit-test_1.0.2_1764727238_report.json,jaetut-varit-test@1.0.2,HIGH,1.0000,0.7748,0.3440
_voiceflow+api-sdk_3.28.58_1764726791_report.json,@voiceflow/api-sdk@3.28.58,HIGH,0.7748,0.7748,0.3440
_asyncapi+keeper_0.0.3_1764725764_report.json,@asyncapi/keeper@0.0.3,HIGH,0.7748,0.7748,0.3440
_voiceflow+utils-designer_1.74.19_1764726904_report.json,@voiceflow/utils-designer@1.74.19,LOW,0.0634,0.7748,0.3440
korea-administrative-area-geo-json-util_1.0.7_1764727283_report.json,korea-administrative-area-geo-json-util@1.0.7,HIGH,0.7748,0.7748,0.3440
_osmanekrem+error-handler_1.2.2_1764726448_report.json,@osmanekrem/error-handler@1.2.2,MEDIUM,0.6824,0.7748,0.3440
_quick-start-soft+quick-task-refine_1.4.2511142126_1764726772_report.json,@quick-start-soft/quick-task-refine@1.4.2511142126,LOW,0.0634,0.7748,0.3440
_voiceflow+nestjs-mongodb_1.3.2_1764726856_report.json,@voiceflow/nestjs-mongodb@1.3.2,LOW,0.0634,0.7748,0.3440
skills-use_0.1.1_1764727507_report.json,skills-use@0.1.1,LOW,0.2237,0.7748,0.3440
orchestrix_12.1.2_1764727422_report.json,orchestrix@12.1.2,MEDIUM,0.5747,0.7748,0.3440
axios-builder_1.2.1_1764727011_report.json,axios-builder@1.2.1,HIGH,0.7748,0.7748,0.3440
parcel-plugin-asset-copier_1.1.3_1764727450_report.json,parcel-plugin-asset-copier@1.1.3,MEDIUM,0.5747,0.7748,0.3440
_postman+pm-bin-windows-x64_1.24.4_1764726632_report.json,@postman/pm-bin-windows-x64@1.24.4,LOW,0.0634,0.7748,0.3440
_voiceflow+dtos-interact_1.40.2_1764726816_report.json,@voiceflow/dtos-interact@1.40.2,HIGH,0.7748,0.7748,0.3440
zuper-stream_2.0.9_1764727667_report.json,zuper-stream@2.0.9,MEDIUM,0.5184,0.7748,0.3440
_voiceflow+runtime_1.29.1_1764726897_report.json,@voiceflow/runtime@1.29.1,LOW,0.0634,0.7748,0.3440
_alexcolls+nuxt-socket.io_0.0.8_1764725712_report.json,@alexcolls/nuxt-socket.io@0.0.8,LOW,0.0634,0.7748,0.3440
_zapier+browserslist-config-zapier_1.0.4_1764726919_report.json,@zapier/browserslist-config-zapier@1.0.4,HIGH,0.7748,0.7748,0.3440
_ensdomains+blacklist_1.0.1_1764726001_report.json,@ensdomains/blacklist@1.0.1,MEDIUM,0.5747,0.7748,0.3440
